 b, c, e, f
29040, Note_on_c, 74, 80
29095, Note_on_c, 74, 0
29100, Note_on_c, 77, 80
29155, Note_on_c, 77, 0
29160, Note_on_c, 82, 80
29215, Note_on_c, 82, 0
29220, Note_on_c, 80, 80
29275, Note_on_c, 80, 0
29280, Note_on_c, 81, 80
29335, Note_on_c, 81, 0
29340, Note_on_c, 90, 80
29395, Note_on_c, 90, 0
29400, Note_on_c, 86, 80
29455, Note_on_c, 86, 0
29460, Note_on_c, 81, 80
29515, Note_on_c, 81, 0
29520, Note_on_c, 78, 80
29575, Note_on_c, 78, 0
29580, Note_on_c, 74, 80
29635, Note_on_c, 74, 0
29640, Note_on_c, 69, 80
29695, Note_on_c, 69, 0
29700, Note_on_c, 74, 80
29755, Note_on_c, 74, 0
29760, Note_on_c, 76, 80
29924, Note_on_c, 76, 0
29940, Note_on_c, 74, 80
29995, Note_on_c, 74, 0
30000, Note_on_c, 73, 80
30050, Note_on_c, 73, 0
30060, Note_on_c, 78, 80
30169, Note_on_c, 78, 0
30180, Note_on_c, 66, 80
30180, Note_on_c, 74, 80
30446, Note_on_c, 74, 0
30446, Note_on_c, 66, 0
30480, Note_on_c, 86, 80
30480, Note_on_c, 74, 80
30480, Note_on_c, 78, 80
30672, Note_on_c, 78, 0
30672, Note_on_c, 74, 0
30672, Note_on_c, 86, 0
30720, Note_on_c, 74, 80
30720, Note_on_c, 68, 80
30720, Note_on_c, 64, 80
30884, Note_on_c, 64, 0
30884, Note_on_c, 68, 0
30884, Note_on_c, 74, 0
30900, Note_on_c, 73, 80
30955, Note_on_c, 73, 0
30960, Note_on_c, 64, 80
30960, Note_on_c, 68, 80
30960, Note_on_c, 74, 80
31015, Note_on_c, 74, 0
31015, Note_on_c, 68, 0
31015, Note_on_c, 64, 0
31020, Note_on_c, 76, 80
31129, Note_on_c, 76, 0
31140, Note_on_c, 75, 80
31195, Note_on_c, 75, 0
31200, Note_on_c, 64, 80
31200, Note_on_c, 74, 80
31200, Note_on_c, 68, 80
31364, Note_on_c, 68, 0
31364, Note_on_c, 74, 0
31364, Note_on_c, 64, 0
31380, Note_on_c, 73, 80
31435, Note_on_c, 73, 0
31440, Note_on_c, 74, 80
31440, Note_on_c, 68, 80
31440, Note_on_c, 64, 80
31495, Note_on_c, 64, 0
31495, Note_on_c, 68, 0
31495, Note_on_c, 74, 0
31500, Note_on_c, 76, 80
31609, Note_on_c, 76, 0
31620, Note_on_c, 77, 80
31675, Note_on_c, 77, 0
31680, Note_on_c, 73, 80
31680, Note_on_c, 69, 80
31680, Note_on_c, 78, 80
31789, Note_on_c, 78, 0
31789, Note_on_c, 69, 0
31789, Note_on_c, 73, 0
31800, Note_on_c, 75, 80
31850, Note_on_c, 75, 0
31860, Note_on_c, 76, 80
31860, Note_on_c, 73, 80
31860, Note_on_c, 69, 80
31918, Note_on_c, 69, 0
31918, Note_on_c, 73, 0
31975, Note_on_c, 76, 0
31980, Note_on_c, 73, 80
32035, Note_on_c, 73, 0
32040, Note_on_c, 69, 80
32149, Note_on_c, 69, 0
32160, Note_on_c, 69, 80
32160, Note_on_c, 73, 80
32160, Note_on_c, 78, 80
32269, Note_on_c, 78, 0
32269, Note_on_c, 73, 0
32269, Note_on_c, 69, 0
32280, Note_on_c, 80, 80
32330, Note_on_c, 80, 0
32340, Note_on_c, 69, 80
32340, Note_on_c, 78, 80
32340, Note_on_c, 73, 80
32398, Note_on_c, 73, 0
32398, Note_on_c, 69, 0
32455, Note_on_c, 78, 0
32460, Note_on_c, 76, 80
32515, Note_on_c, 76, 0
32520, Note_on_c, 73, 80
32575, Note_on_c, 73, 0
32580, Note_on_c, 69, 80
32635, Note_on_c, 69, 0
32640, Note_on_c, 68, 80
32760, Note_on_c, 76, 80
32760, Note_on_c, 71, 80
32760, Note_on_c, 80, 80
32863, Note_on_c, 80, 0
32863, Note_on_c, 68, 0
32863, Note_on_c, 76, 0
32863, Note_on_c, 71, 0
32880, Note_on_c, 69, 80
32880, Note_on_c, 74, 80
32880, Note_on_c, 78, 80
32880, Note_on_c, 66, 80
32983, Note_on_c, 66, 0
32983, Note_on_c, 69, 0
32983, Note_on_c, 74, 0
32983, Note_on_c, 78, 0
33000, Note_on_c, 71, 80
33000, Note_on_c, 74, 80
33000, Note_on_c, 65, 80
33000, Note_on_c, 77, 80
33103, Note_on_c, 77, 0
33103, Note_on_c, 71, 0
33103, Note_on_c, 74, 0
33103, Note_on_c, 65, 0
33120, Note_on_c, 76, 80
33120, Note_on_c, 74, 80
33120, Note_on_c, 71, 80
33120, Note_on_c, 64, 80
33293, Note_on_c, 64, 0
33293, Note_on_c, 76, 0
33293, Note_on_c, 74, 0
33293, Note_on_c, 71, 0
33300, Note_on_c, 76, 80
33300, Note_on_c, 71, 80
33300, Note_on_c, 78, 80
33300, Note_on_c, 66, 80
33352, Note_on_c, 66, 0
33352, Note_on_c, 76, 0
33352, Note_on_c, 71, 0
33352, Note_on_c, 78, 0
33360, Note_on_c, 80, 80
33360, Note_on_c, 71, 80
33360, Note_on_c, 76, 80
33360, Note_on_c, 68, 80
33463, Note_on_c, 68, 0
33463, Note_on_c, 80, 0
33463, Note_on_c, 71, 0
33463, Note_on_c, 76, 0
33480, Note_on_c, 83, 80
33480, Note_on_c, 76, 80
33480, Note_on_c, 80, 80
33480, Note_on_c, 71, 80
33583, Note_on_c, 71, 0
33583, Note_on_c, 83, 0
33583, Note_on_c, 76, 0
33583, Note_on_c, 80, 0
33720, Note_on_c, 76, 80
33720, Note_on_c, 85, 80
33720, Note_on_c, 73, 80
33720, Note_on_c, 81, 80
33823, Note_on_c, 81, 0
33823, Note_on_c, 76, 0
33823, Note_on_c, 85, 0
33823, Note_on_c, 73, 0
33840, Note_on_c, 78, 80
33840, Note_on_c, 86, 80
33840, Note_on_c, 81, 80
33840, Note_on_c, 74, 80
33892, Note_on_c, 74, 0
33892, Note_on_c, 78, 0
33892, Note_on_c, 86, 0
33892, Note_on_c, 81, 0
33900, Note_on_c, 85, 80
33900, Note_on_c, 73, 80
34009, Note_on_c, 73, 0
34009, Note_on_c, 85, 0
34020, Note_on_c, 73, 80
34020, Note_on_c, 69, 80
34020, Note_on_c, 81, 80
34020, Note_on_c, 76, 80
34298, Note_on_c, 76, 0
34298, Note_on_c, 73, 0
34298, Note_on_c, 69, 0
34298, Note_on_c, 81, 0
34320, Note_on_c, 64, 80
34320, Note_on_c, 76, 80
34429, Note_on_c, 76, 0
34429, Note_on_c, 64, 0
34440, Note_on_c, 81, 80
34440, Note_on_c, 69, 80
34549, Note_on_c, 69, 0
34549, Note_on_c, 81, 0
34560, Note_on_c, 68, 80
34560, Note_on_c, 74, 80
34560, Note_on_c, 80, 80
34675, Note_on_c, 80, 0
34675, Note_on_c, 74, 0
34675, Note_on_c, 68, 0
34680, Note_on_c, 67, 80
34680, Note_on_c, 79, 80
34730, Note_on_c, 79, 0
34730, Note_on_c, 67, 0
34740, Note_on_c, 68, 80
34740, Note_on_c, 74, 80
34740, Note_on_c, 80, 80
34855, Note_on_c, 80, 0
34855, Note_on_c, 74, 0
34855, Note_on_c, 68, 0
34860, Note_on_c, 71, 80
34860, Note_on_c, 83, 80
34915, Note_on_c, 83, 0
34915, Note_on_c, 71, 0
34920, Note_on_c, 88, 80
34920, Note_on_c, 76, 80
34975, Note_on_c, 76, 0
34975, Note_on_c, 88, 0
34980, Note_on_c, 91, 80
34980, Note_on_c, 79, 80
35035, Note_on_c, 79, 0
35035, Note_on_c, 91, 0
35040, Note_on_c, 92, 80
35040, Note_on_c, 86, 80
35040, Note_on_c, 80, 80
35155, Note_on_c, 80, 0
35155, Note_on_c, 86, 0
35155, Note_on_c, 92, 0
35160, Note_on_c, 91, 80
35160, Note_on_c, 79, 80
35210, Note_on_c, 79, 0
35210, Note_on_c, 91, 0
35220, Note_on_c, 92, 80
35220, Note_on_c, 80, 80
35220, Note_on_c, 86, 80
35335, Note_on_c, 86, 0
35335, Note_on_c, 80, 0
35335, Note_on_c, 92, 0
35340, Note_on_c, 87, 80
35340, Note_on_c, 75, 80
35395, Note_on_c, 75, 0
35395, Note_on_c, 87, 0
35400, Note_on_c, 88, 80
35400, Note_on_c, 76, 80
35455, Note_on_c, 76, 0
35455, Note_on_c, 88, 0
35460, Note_on_c, 72, 80
35460, Note_on_c, 84, 80
35515, Note_on_c, 84, 0
35515, Note_on_c, 72, 0
35520, Note_on_c, 76, 80
35520, Note_on_c, 73, 80
35520, Note_on_c, 85, 80
35629, Note_on_c, 85, 0
35629, Note_on_c, 73, 0
35629, Note_on_c, 76, 0
35640, Note_on_c, 93, 80
35640, Note_on_c, 81, 80
35640, Note_on_c, 85, 80
35692, Note_on_c, 85, 0
35692, Note_on_c, 81, 0
35692, Note_on_c, 93, 0
35700, Note_on_c, 80, 80
35700, Note_on_c, 92, 80
35700, Note_on_c, 85, 80
35812, Note_on_c, 85, 0
35812, Note_on_c, 92, 0
35812, Note_on_c, 80, 0
35820, Note_on_c, 78, 80
35820, Note_on_c, 90, 80
35820, Note_on_c, 85, 80
35923, Note_on_c, 85, 0
35923, Note_on_c, 90, 0
35923, Note_on_c, 78, 0
35940, Note_on_c, 76, 80
35940, Note_on_c, 88, 80
35992, Note_on_c, 88, 0
35992, Note_on_c, 76, 0
36000, Note_on_c, 73, 80
36000, Note_on_c, 81, 80
36000, Note_on_c, 85, 80
36055, Note_on_c, 85, 0
36055, Note_on_c, 81, 0
36055, Note_on_c, 73, 0
36060, Note_on_c, 81, 80
36060, Note_on_c, 71, 80
36060, Note_on_c, 83, 80
36169, Note_on_c, 83, 0
36169, Note_on_c, 71, 0
36169, Note_on_c, 81, 0
36180, Note_on_c, 81, 80
36180, Note_on_c, 69, 80
36295, Note_on_c, 69, 0
36295, Note_on_c, 81, 0
36300, Note_on_c, 71, 80
36300, Note_on_c, 83, 80
36355, Note_on_c, 83, 0
36355, Note_on_c, 71, 0
36360, Note_on_c, 72, 80
36360, Note_on_c, 84, 80
36469, Note_on_c, 84, 0
36469, Note_on_c, 72, 0
36480, Note_on_c, 77, 80
36480, Note_on_c, 73, 80
36480, Note_on_c, 85, 80
36595, Note_on_c, 85, 0
36595, Note_on_c, 73, 0
36595, Note_on_c, 77, 0
36600, Note_on_c, 89, 80
36600, Note_on_c, 77, 80
36655, Note_on_c, 77, 0
36655, Note_on_c, 89, 0
36660, Note_on_c, 95, 80
36660, Note_on_c, 83, 80
36775, Note_on_c, 83, 0
36775, Note_on_c, 95, 0
36780, Note_on_c, 81, 80
36780, Note_on_c, 93, 80
36835, Note_on_c, 93, 0
36835, Note_on_c, 81, 0
36840, Note_on_c, 80, 80
36840, Note_on_c, 92, 80
36895, Note_on_c, 92, 0
36895, Note_on_c, 80, 0
36900, Note_on_c, 77, 80
36900, Note_on_c, 89, 80
36955, Note_on_c, 89, 0
36955, Note_on_c, 77, 0
36960, Note_on_c, 73, 80
36960, Note_on_c, 85, 80
36960, Note_on_c, 77, 80
37015, Note_on_c, 77, 0
37015, Note_on_c, 85, 0
37015, Note_on_c, 73, 0
37020, Note_on_c, 77, 80
37020, Note_on_c, 74, 80
37020, Note_on_c, 86, 80
37075, Note_on_c, 86, 0
37075, Note_on_c, 74, 0
37075, Note_on_c, 77, 0
37080, Note_on_c, 77, 80
37080, Note_on_c, 85, 80
37080, Note_on_c, 73, 80
37135, Note_on_c, 73, 0
37135, Note_on_c, 85, 0
37135, Note_on_c, 77, 0
37140, Note_on_c, 71, 80
37140, Note_on_c, 83, 80
37140, Note_on_c, 74, 80
37255, Note_on_c, 74, 0
37255, Note_on_c, 83, 0
37255, Note_on_c, 71, 0
37260, Note_on_c, 73, 80
37260, Note_on_c, 81, 80
37260, Note_on_c, 69, 80
37315, Note_on_c, 69, 0
37315, Note_on_c, 81, 0
37315, Note_on_c, 73, 0
37320, Note_on_c, 71, 80
37320, Note_on_c, 80, 80
37320, Note_on_c, 68, 80
37429, Note_on_c, 68, 0
37429, Note_on_c, 80, 0
37429, Note_on_c, 71, 0
37560, Note_on_c, 78, 80
37560, Note_on_c, 69, 80
37560, Note_on_c, 66, 80
37560, Note_on_c, 73, 80
37669, Note_on_c, 73, 0
37669, Note_on_c, 78, 0
37669, Note_on_c, 69, 0
37669, Note_on_c, 66, 0
37680, Note_on_c, 71, 80
37680, Note_on_c, 80, 80
37680, Note_on_c, 68, 80
37680, Note_on_c, 73, 80
37730, Note_on_c, 73, 0
37730, Note_on_c, 71, 0
37730, Note_on_c, 80, 0
37730, Note_on_c, 68, 0
37740, Note_on_c, 73, 80
37740, Note_on_c, 68, 80
37740, Note_on_c, 80, 80
37740, Note_on_c, 71, 80
37849, Note_on_c, 71, 0
37849, Note_on_c, 73, 0
37849, Note_on_c, 68, 0
37849, Note_on_c, 80, 0
37860, Note_on_c, 71, 80
37860, Note_on_c, 77, 80
37860, Note_on_c, 83, 80
37910, Note_on_c, 83, 0
37910, Note_on_c, 77, 0
37910, Note_on_c, 71, 0
37920, Note_on_c, 69, 80
37920, Note_on_c, 78, 80
37920, Note_on_c, 81, 80
38138, Note_on_c, 81, 0
38138, Note_on_c, 78, 0
38138, Note_on_c, 69, 0
38160, Note_on_c, 86, 80
38160, Note_on_c, 78, 80
38160, Note_on_c, 74, 80
38269, Note_on_c, 74, 0
38269, Note_on_c, 78, 0
38269, Note_on_c, 86, 0
38280, Note_on_c, 78, 80
38280, Note_on_c, 90, 80
38280, Note_on_c, 81, 80
38389, Note_on_c, 81, 0
38389, Note_on_c, 90, 0
38389, Note_on_c, 78, 0
38400, Note_on_c, 76, 80
38400, Note_on_c, 88, 80
38400, Note_on_c, 81, 80
38564, Note_on_c, 81, 0
38564, Note_on_c, 88, 0
38564, Note_on_c, 76, 0
38580, Note_on_c, 90, 80
38580, Note_on_c, 81, 80
38580, Note_on_c, 78, 80
38695, Note_on_c, 78, 0
38695, Note_on_c, 81, 0
38695, Note_on_c, 90, 0
38700, Note_on_c, 88, 80
38700, Note_on_c, 76, 80
38755, Note_on_c, 76, 0
38755, Note_on_c, 88, 0
38760, Note_on_c, 85, 80
38760, Note_on_c, 73, 80
38815, Note_on_c, 73, 0
38815, Note_on_c, 85, 0
38820, Note_on_c, 69, 80
38820, Note_on_c, 81, 80
38875, Note_on_c, 81, 0
38875, Note_on_c, 69, 0
38880, Note_on_c, 74, 80
38880, Note_on_c, 68, 80
38880, Note_on_c, 80, 80
38995, Note_on_c, 80, 0
38995, Note_on_c, 68, 0
38995, Note_on_c, 74, 0
39000, Note_on_c, 71, 80
39000, Note_on_c, 83, 80
39055, Note_on_c, 83, 0
39055, Note_on_c, 71, 0
39060, Note_on_c, 76, 80
39060, Note_on_c, 88, 80
39175, Note_on_c, 88, 0
39175, Note_on_c, 76, 0
39180, Note_on_c, 82, 80
39180, Note_on_c, 70, 80
39235, Note_on_c, 70, 0
39235, Note_on_c, 82, 0
39240, Note_on_c, 71, 80
39240, Note_on_c, 83, 80
39349, Note_on_c, 83, 0
39349, Note_on_c, 71, 0
39360, Note_on_c, 69, 80
39360, Note_on_c, 73, 80
39360, Note_on_c, 81, 80
39360, Note_on_c, 76, 80
39943, Note_on_c, 76, 0
39943, Note_on_c, 69, 0
39943, Note_on_c, 73, 0
39943, Note_on_c, 81, 0
39960, Note_on_c, 76, 80
39960, Note_on_c, 64, 80
40012, Note_on_c, 64, 0
40012, Note_on_c, 76, 0
40020, Note_on_c, 76, 80
40020, Note_on_c, 64, 80
40072, Note_on_c, 64, 0
40072, Note_on_c, 76, 0
40080, Note_on_c, 64, 80
40080, Note_on_c, 76, 80
40080, Note_on_c, 69, 80
40186, Note_on_c, 69, 0
40186, Note_on_c, 76, 0
40186, Note_on_c, 64, 0
40200, Note_on_c, 67, 80
40200, Note_on_c, 64, 80
40200, Note_on_c, 73, 80
40301, Note_on_c, 73, 0
40301, Note_on_c, 64, 0
40301, Note_on_c, 67, 0
40320, Note_on_c, 74, 80
40320, Note_on_c, 68, 80
40320, Note_on_c, 64, 80
40484, Note_on_c, 64, 0
40484, Note_on_c, 68, 0
40484, Note_on_c, 74, 0
40500, Note_on_c, 73, 80
40555, Note_on_c, 73, 0
40560, Note_on_c, 64, 80
40560, Note_on_c, 68, 80
40560, Note_on_c, 74, 80
40615, Note_on_c, 74, 0
40615, Note_on_c, 68, 0
40615, Note_on_c, 64, 0
40620, Note_on_c, 76, 80
40729, Note_on_c, 76, 0
40740, Note_on_c, 75, 80
40795, Note_on_c, 75, 0
40800, Note_on_c, 64, 80
40800, Note_on_c, 74, 80
40800, Note_on_c, 68, 80
40964, Note_on_c, 68, 0
40964, Note_on_c, 74, 0
40964, Note_on_c, 64, 0
40980, Note_on_c, 73, 80
41035, Note_on_c, 73, 0
41040, Note_on_c, 74, 80
41040, Note_on_c, 68, 80
41040, Note_on_c, 64, 80
41095, Note_on_c, 64, 0
41095, Note_on_c, 68, 0
41095, Note_on_c, 74, 0
41100, Note_on_c, 76, 80
41209, Note_on_c, 76, 0
41220, Note_on_c, 77, 80
41275, Note_on_c, 77, 0
41280, Note_on_c, 73, 80
41280, Note_on_c, 69, 80
41280, Note_on_c, 78, 80
41389, Note_on_c, 78, 0
41389, Note_on_c, 69, 0
41389, Note_on_c, 73, 0
41400, Note_on_c, 75, 80
41450, Note_on_c, 75, 0
41460, Note_on_c, 76, 80
41460, Note_on_c, 73, 80
41460, Note_on_c, 69, 80
41518, Note_on_c, 69, 0
41518, Note_on_c, 73, 0
41575, Note_on_c, 76, 0
41580, Note_on_c, 73, 80
41635, Note_on_c, 73, 0
41640, Note_on_c, 69, 80
41749, Note_on_c, 69, 0
41760, Note_on_c, 69, 80
41760, Note_on_c, 73, 80
41760, Note_on_c, 78, 80
41869, Note_on_c, 78, 0
41869, Note_on_c, 73, 0
41869, Note_on_c, 69, 0
41880, Note_on_c, 80, 80
41930, Note_on_c, 80, 0
41940, Note_on_c, 69, 80
41940, Note_on_c, 78, 80
41940, Note_on_c, 73, 80
41998, Note_on_c, 73, 0
41998, Note_on_c, 69, 0
42055, Note_on_c, 78, 0
42060, Note_on_c, 76, 80
42115, Note_on_c, 76, 0
42120, Note_on_c, 73, 80
42175, Note_on_c, 73, 0
42180, Note_on_c, 69, 80
42235, Note_on_c, 69, 0
42240, Note_on_c, 68, 80
42360, Note_on_c, 76, 80
42360, Note_on_c, 71, 80
42360, Note_on_c, 80, 80
42463, Note_on_c, 80, 0
42463, Note_on_c, 68, 0
42463, Note_on_c, 76, 0
42463, Note_on_c, 71, 0
42480, Note_on_c, 69, 80
42480, Note_on_c, 74, 80
42480, Note_on_c, 78, 80
42480, Note_on_c, 66, 80
42583, Note_on_c, 66, 0
42583, Note_on_c, 69, 0
42583, Note_on_c, 74, 0
42583, Note_on_c, 78, 0
42600, Note_on_c, 71, 80
42600, Note_on_c, 74, 80
42600, Note_on_c, 65, 80
42600, Note_on_c, 77, 80
42703, Note_on_c, 77, 0
42703, Note_on_c, 71, 0
42703, Note_on_c, 74, 0
42703, Note_on_c, 65, 0
42720, Note_on_c, 76, 80
42720, Note_on_c, 74, 80
42720, Note_on_c, 71, 80
42720, Note_on_c, 64, 80
42893, Note_on_c, 64, 0
42893, Note_on_c, 76, 0
42893, Note_on_c, 74, 0
42893, Note_on_c, 71, 0
42900, Note_on_c, 76, 80
42900, Note_on_c, 71, 80
42900, Note_on_c, 78, 80
42900, Note_on_c, 66, 80
42952, Note_on_c, 66, 0
42952, Note_on_c, 76, 0
42952, Note_on_c, 71, 0
42952, Note_on_c, 78, 0
42960, Note_on_c, 80, 80
42960, Note_on_c, 71, 80
42960, Note_on_c, 76, 80
42960, Note_on_c, 68, 80
43063, Note_on_c, 68, 0
43063, Note_on_c, 80, 0
43063, Note_on_c, 71, 0
43063, Note_on_c, 76, 0
43080, Note_on_c, 83, 80
43080, Note_on_c, 76, 80
43080, Note_on_c, 80, 80
43080, Note_on_c, 71, 80
43183, Note_on_c, 71, 0
43183, Note_on_c, 83, 0
43183, Note_on_c, 76, 0
43183, Note_on_c, 80, 0
43320, Note_on_c, 76, 80
43320, Note_on_c, 85, 80
43320, Note_on_c, 73, 80
43320, Note_on_c, 81, 80
43423, Note_on_c, 81, 0
43423, Note_on_c, 76, 0
43423, Note_on_c, 85, 0
43423, Note_on_c, 73, 0
43440, Note_on_c, 78, 80
43440, Note_on_c, 86, 80
43440, Note_on_c, 81, 80
43440, Note_on_c, 74, 80
43492, Note_on_c, 74, 0
43492, Note_on_c, 78, 0
43492, Note_on_c, 86, 0
43492, Note_on_c, 81, 0
43500, Note_on_c, 85, 80
43500, Note_on_c, 73, 80
43609, Note_on_c, 73, 0
43609, Note_on_c, 85, 0
43620, Note_on_c, 73, 80
43620, Note_on_c, 69, 80
43620, Note_on_c, 81, 80
43620, Note_on_c, 76, 80
43898, Note_on_c, 76, 0
43898, Note_on_c, 73, 0
43898, Note_on_c, 69, 0
43898, Note_on_c, 81, 0
43920, Note_on_c, 64, 80
43920, Note_on_c, 76, 80
44029, Note_on_c, 76, 0
44029, Note_on_c, 64, 0
44040, Note_on_c, 81, 80
44040, Note_on_c, 69, 80
44149, Note_on_c, 69, 0
44149, Note_on_c, 81, 0
44160, Note_on_c, 68, 80
44160, Note_on_c, 74, 80
44160, Note_on_c, 80, 80
44275, Note_on_c, 80, 0
44275, Note_on_c, 74, 0
44275, Note_on_c, 68, 0
44280, Note_on_c, 67, 80
44280, Note_on_c, 79, 80
44330, Note_on_c, 79, 0
44330, Note_on_c, 67, 0
44340, Note_on_c, 68, 80
44340, Note_on_c, 74, 80
44340, Note_on_c, 80, 80
44455, Note_on_c, 80, 0
44455, Note_on_c, 74, 0
44455, Note_on_c, 68, 0
44460, Note_on_c, 71, 80
44460, Note_on_c, 83, 80
44515, Note_on_c, 83, 0
44515, Note_on_c, 71, 0
44520, Note_on_c, 88, 80
44520, Note_on_c, 76, 80
44575, Note_on_c, 76, 0
44575, Note_on_c, 88, 0
44580, Note_on_c, 91, 80
44580, Note_on_c, 79, 80
44635, Note_on_c, 79, 0
44635, Note_on_c, 91, 0
44640, Note_on_c, 92, 80
44640, Note_on_c, 86, 80
44640, Note_on_c, 80, 80
44755, Note_on_c, 80, 0
44755, Note_on_c, 86, 0
44755, Note_on_c, 92, 0
44760, Note_on_c, 91, 80
44760, Note_on_c, 79, 80
44810, Note_on_c, 79, 0
44810, Note_on_c, 91, 0
44820, Note_on_c, 92, 80
44820, Note_on_c, 80, 80
44820, Note_on_c, 86, 80
44935, Note_on_c, 86, 0
44935, Note_on_c, 80, 0
44935, Note_on_c, 92, 0
44940, Note_on_c, 87, 80
44940, Note_on_c, 75, 80
44995, Note_on_c, 75, 0
44995, Note_on_c, 87, 0
45000, Note_on_c, 88, 80
45000, Note_on_c, 76, 80
45055, Note_on_c, 76, 0
45055, Note_on_c, 88, 0
45060, Note_on_c, 72, 80
45060, Note_on_c, 84, 80
45115, Note_on_c, 84, 0
45115, Note_on_c, 72, 0
45120, Note_on_c, 76, 80
45120, Note_on_c, 73, 80
45120, Note_on_c, 85, 80
45229, Note_on_c, 85, 0
45229, Note_on_c, 73, 0
45229, Note_on_c, 76, 0
45240, Note_on_c, 93, 80
45240, Note_on_c, 81, 80
45240, Note_on_c, 85, 80
45292, Note_on_c, 85, 0
45292, Note_on_c, 81, 0
45292, Note_on_c, 93, 0
45300, Note_on_c, 80, 80
45300, Note_on_c, 92, 80
45300, Note_on_c, 85, 80
45412, Note_on_c, 85, 0
45412, Note_on_c, 92, 0
45412, Note_on_c, 80, 0
45420, Note_on_c, 78, 80
45420, Note_on_c, 90, 80
45420, Note_on_c, 85, 80
45523, Note_on_c, 85, 0
45523, Note_on_c, 90, 0
45523, Note_on_c, 78, 0
45540, Note_on_c, 76, 80
45540, Note_on_c, 88, 80
45592, Note_on_c, 88, 0
45592, Note_on_c, 76, 0
45600, Note_on_c, 73, 80
45600, Note_on_c, 81, 80
45600, Note_on_c, 85, 80
45655, Note_on_c, 85, 0
45655, Note_on_c, 81, 0
45655, Note_on_c, 73, 0
45660, Note_on_c, 81, 80
45660, Note_on_c, 71, 80
45660, Note_on_c, 83, 80
45769, Note_on_c, 83, 0
45769, Note_on_c, 71, 0
45769, Note_on_c, 81, 0
45780, Note_on_c, 81, 80
45780, Note_on_c, 69, 80
45895, Note_on_c, 69, 0
45895, Note_on_c, 81, 0
45900, Note_on_c, 71, 80
45900, Note_on_c, 83, 80
45955, Note_on_c, 83, 0
45955, Note_on_c, 71, 0
45960, Note_on_c, 72, 80
45960, Note_on_c, 84, 80
46069, Note_on_c, 84, 0
46069, Note_on_c, 72, 0
46080, Note_on_c, 77, 80
46080, Note_on_c, 73, 80
46080, Note_on_c, 85, 80
46195, Note_on_c, 85, 0
46195, Note_on_c, 73, 0
46195, Note_on_c, 77, 0
46200, Note_on_c, 89, 80
46200, Note_on_c, 77, 80
46255, Note_on_c, 77, 0
46255, Note_on_c, 89, 0
46260, Note_on_c, 95, 80
46260, Note_on_c, 83, 80
46375, Note_on_c, 83, 0
46375, Note_on_c, 95, 0
46380, Note_on_c, 81, 80
46380, Note_on_c, 93, 80
46435, Note_on_c, 93, 0
46435, Note_on_c, 81, 0
46440, Note_on_c, 80, 80
46440, Note_on_c, 92, 80
46495, Note_on_c, 92, 0
46495, Note_on_c, 80, 0
46500, Note_on_c, 77, 80
46500, Note_on_c, 89, 80
46555, Note_on_c, 89, 0
46555, Note_on_c, 77, 0
46560, Note_on_c, 73, 80
46560, Note_on_c, 85, 80
46560, Note_on_c, 77, 80
46615, Note_on_c, 77, 0
46615, Note_on_c, 85, 0
46615, Note_on_c, 73, 0
46620, Note_on_c, 77, 80
46620, Note_on_c, 74, 80
46620, Note_on_c, 86, 80
46675, Note_on_c, 86, 0
46675, Note_on_c, 74, 0
46675, Note_on_c, 77, 0
46680, Note_on_c, 77, 80
46680, Note_on_c, 85, 80
46680, Note_on_c, 73, 80
46735, Note_on_c, 73, 0
46735, Note_on_c, 85, 0
46735, Note_on_c, 77, 0
46740, Note_on_c, 71, 80
46740, Note_on_c, 83, 80
46740, Note_on_c, 74, 80
46855, Note_on_c, 74, 0
46855, Note_on_c, 83, 0
46855, Note_on_c, 71, 0
46860, Note_on_c, 73, 80
46860, Note_on_c, 81, 80
46860, Note_on_c, 69, 80
46915, Note_on_c, 69, 0
46915, Note_on_c, 81, 0
46915, Note_on_c, 73, 0
46920, Note_on_c, 71, 80
46920, Note_on_c, 80, 80
46920, Note_on_c, 68, 80
47029, Note_on_c, 68, 0
47029, Note_on_c, 80, 0
47029, Note_on_c, 71, 0
47160, Note_on_c, 78, 80
47160, Note_on_c, 69, 80
47160, Note_on_c, 66, 80
47160, Note_on_c, 73, 80
47269, Note_on_c, 73, 0
47269, Note_on_c, 78, 0
47269, Note_on_c, 69, 0
47269, Note_on_c, 66, 0
47280, Note_on_c, 71, 80
47280, Note_on_c, 80, 80
47280, Note_on_c, 68, 80
47280, Note_on_c, 73, 80
47330, Note_on_c, 73, 0
47330, Note_on_c, 71, 0
47330, Note_on_c, 80, 0
47330, Note_on_c, 68, 0
47340, Note_on_c, 73, 80
47340, Note_on_c, 68, 80
47340, Note_on_c, 80, 80
47340, Note_on_c, 71, 80
47449, Note_on_c, 71, 0
47449, Note_on_c, 73, 0
47449, Note_on_c, 68, 0
47449, Note_on_c, 80, 0
47460, Note_on_c, 71, 80
47460, Note_on_c, 77, 80
47460, Note_on_c, 83, 80
47510, Note_on_c, 83, 0
47510, Note_on_c, 77, 0
47510, Note_on_c, 71, 0
47520, Note_on_c, 69, 80
47520, Note_on_c, 78, 80
47520, Note_on_c, 81, 80
47738, Note_on_c, 81, 0
47738, Note_on_c, 78, 0
47738, Note_on_c, 69, 0
47760, Note_on_c, 86, 80
47760, Note_on_c, 78, 80
