 b, c, e, f
47760, Note_on_c, 74, 80
47869, Note_on_c, 74, 0
47869, Note_on_c, 78, 0
47869, Note_on_c, 86, 0
47880, Note_on_c, 78, 80
47880, Note_on_c, 90, 80
47880, Note_on_c, 81, 80
47989, Note_on_c, 81, 0
47989, Note_on_c, 90, 0
47989, Note_on_c, 78, 0
48000, Note_on_c, 76, 80
48000, Note_on_c, 88, 80
48000, Note_on_c, 81, 80
48164, Note_on_c, 81, 0
48164, Note_on_c, 88, 0
48164, Note_on_c, 76, 0
48180, Note_on_c, 90, 80
48180, Note_on_c, 81, 80
48180, Note_on_c, 78, 80
48295, Note_on_c, 78, 0
48295, Note_on_c, 81, 0
48295, Note_on_c, 90, 0
48300, Note_on_c, 88, 80
48300, Note_on_c, 76, 80
48355, Note_on_c, 76, 0
48355, Note_on_c, 88, 0
48360, Note_on_c, 85, 80
48360, Note_on_c, 73, 80
48415, Note_on_c, 73, 0
48415, Note_on_c, 85, 0
48420, Note_on_c, 69, 80
48420, Note_on_c, 81, 80
48475, Note_on_c, 81, 0
48475, Note_on_c, 69, 0
48480, Note_on_c, 74, 80
48480, Note_on_c, 68, 80
48480, Note_on_c, 80, 80
48595, Note_on_c, 80, 0
48595, Note_on_c, 68, 0
48595, Note_on_c, 74, 0
48600, Note_on_c, 71, 80
48600, Note_on_c, 83, 80
48655, Note_on_c, 83, 0
48655, Note_on_c, 71, 0
48660, Note_on_c, 76, 80
48660, Note_on_c, 88, 80
48775, Note_on_c, 88, 0
48775, Note_on_c, 76, 0
48780, Note_on_c, 82, 80
48780, Note_on_c, 70, 80
48835, Note_on_c, 70, 0
48835, Note_on_c, 82, 0
48840, Note_on_c, 71, 80
48840, Note_on_c, 83, 80
48949, Note_on_c, 83, 0
48949, Note_on_c, 71, 0
48960, Note_on_c, 81, 80
48960, Note_on_c, 76, 80
48960, Note_on_c, 69, 80
48960, Note_on_c, 73, 80
49627, Note_on_c, 73, 0
49627, Note_on_c, 81, 0
49627, Note_on_c, 76, 0
49627, Note_on_c, 69, 0
49680, Note_on_c, 93, 80
49680, Note_on_c, 88, 80
49680, Note_on_c, 85, 80
49680, Note_on_c, 81, 80
49862, Note_on_c, 81, 0
49862, Note_on_c, 93, 0
49862, Note_on_c, 88, 0
49862, Note_on_c, 85, 0
49920, Note_on_c, 78, 80
49920, Note_on_c, 74, 80
49920, Note_on_c, 86, 80
49970, Note_on_c, 86, 0
49975, Note_on_c, 74, 0
49975, Note_on_c, 78, 0
49980, Note_on_c, 85, 80
50089, Note_on_c, 85, 0
50100, Note_on_c, 78, 80
50100, Note_on_c, 74, 80
50100, Note_on_c, 83, 80
50215, Note_on_c, 83, 0
50215, Note_on_c, 74, 0
50215, Note_on_c, 78, 0
50220, Note_on_c, 81, 80
50275, Note_on_c, 81, 0
50280, Note_on_c, 79, 80
50335, Note_on_c, 79, 0
50340, Note_on_c, 78, 80
50395, Note_on_c, 78, 0
50400, Note_on_c, 76, 80
50450, Note_on_c, 76, 0
50460, Note_on_c, 74, 80
50566, Note_on_c, 74, 0
50580, Note_on_c, 74, 80
50858, Note_on_c, 74, 0
50880, Note_on_c, 74, 80
50880, Note_on_c, 86, 80
50880, Note_on_c, 78, 80
50930, Note_on_c, 86, 0
50935, Note_on_c, 78, 0
50935, Note_on_c, 74, 0
50940, Note_on_c, 85, 80
51049, Note_on_c, 85, 0
51060, Note_on_c, 75, 80
51060, Note_on_c, 78, 80
51060, Note_on_c, 83, 80
51175, Note_on_c, 83, 0
51175, Note_on_c, 78, 0
51175, Note_on_c, 75, 0
51180, Note_on_c, 83, 80
51230, Note_on_c, 83, 0
51240, Note_on_c, 78, 80
51240, Note_on_c, 84, 80
51240, Note_on_c, 75, 80
51341, Note_on_c, 75, 0
51341, Note_on_c, 84, 0
51341, Note_on_c, 78, 0
51480, Note_on_c, 97, 80
51535, Note_on_c, 97, 0
51540, Note_on_c, 96, 80
51595, Note_on_c, 96, 0
51600, Note_on_c, 97, 80
51650, Note_on_c, 97, 0
51660, Note_on_c, 100, 80
51824, Note_on_c, 100, 0
51840, Note_on_c, 76, 80
51840, Note_on_c, 88, 80
51840, Note_on_c, 79, 80
51895, Note_on_c, 79, 0
51895, Note_on_c, 88, 0
51895, Note_on_c, 76, 0
51900, Note_on_c, 86, 80
52009, Note_on_c, 86, 0
52020, Note_on_c, 79, 80
52020, Note_on_c, 85, 80
52020, Note_on_c, 76, 80
52135, Note_on_c, 76, 0
52135, Note_on_c, 85, 0
52135, Note_on_c, 79, 0
52140, Note_on_c, 83, 80
52195, Note_on_c, 83, 0
52200, Note_on_c, 81, 80
52255, Note_on_c, 81, 0
52260, Note_on_c, 79, 80
52315, Note_on_c, 79, 0
52320, Note_on_c, 78, 80
52370, Note_on_c, 78, 0
52380, Note_on_c, 76, 80
52486, Note_on_c, 76, 0
52500, Note_on_c, 76, 80
52778, Note_on_c, 76, 0
52800, Note_on_c, 81, 80
52800, Note_on_c, 79, 80
52800, Note_on_c, 88, 80
52850, Note_on_c, 88, 0
52860, Note_on_c, 85, 80
52969, Note_on_c, 85, 0
52969, Note_on_c, 79, 0
52969, Note_on_c, 81, 0
52980, Note_on_c, 86, 80
53030, Note_on_c, 86, 0
53040, Note_on_c, 79, 80
53040, Note_on_c, 88, 80
53040, Note_on_c, 85, 80
53143, Note_on_c, 85, 0
53143, Note_on_c, 88, 0
53143, Note_on_c, 79, 0
53160, Note_on_c, 86, 80
53160, Note_on_c, 80, 80
53160, Note_on_c, 89, 80
53263, Note_on_c, 89, 0
53263, Note_on_c, 80, 0
53263, Note_on_c, 86, 0
53400, Note_on_c, 102, 80
53448, Note_on_c, 102, 0
53460, Note_on_c, 105, 80
53508, Note_on_c, 105, 0
53520, Note_on_c, 102, 80
53570, Note_on_c, 102, 0
53580, Note_on_c, 98, 80
53724, Note_on_c, 98, 0
53760, Note_on_c, 86, 80
53760, Note_on_c, 78, 80
53760, Note_on_c, 74, 80
53810, Note_on_c, 86, 0
53815, Note_on_c, 74, 0
53815, Note_on_c, 78, 0
53820, Note_on_c, 85, 80
53929, Note_on_c, 85, 0
53940, Note_on_c, 83, 80
53940, Note_on_c, 78, 80
53940, Note_on_c, 74, 80
54055, Note_on_c, 74, 0
54055, Note_on_c, 78, 0
54055, Note_on_c, 83, 0
54060, Note_on_c, 81, 80
54115, Note_on_c, 81, 0
54120, Note_on_c, 79, 80
54175, Note_on_c, 79, 0
54180, Note_on_c, 78, 80
54235, Note_on_c, 78, 0
54240, Note_on_c, 76, 80
54290, Note_on_c, 76, 0
54300, Note_on_c, 74, 80
54406, Note_on_c, 74, 0
54420, Note_on_c, 74, 80
54698, Note_on_c, 74, 0
54720, Note_on_c, 74, 80
54720, Note_on_c, 78, 80
54720, Note_on_c, 86, 80
54770, Note_on_c, 86, 0
54775, Note_on_c, 78, 0
54775, Note_on_c, 74, 0
54780, Note_on_c, 83, 80
54889, Note_on_c, 83, 0
54900, Note_on_c, 78, 80
54900, Note_on_c, 81, 80
54900, Note_on_c, 74, 80
55015, Note_on_c, 74, 0
55015, Note_on_c, 81, 0
55015, Note_on_c, 78, 0
55020, Note_on_c, 83, 80
55070, Note_on_c, 83, 0
55080, Note_on_c, 84, 80
55181, Note_on_c, 84, 0
55320, Note_on_c, 91, 80
55375, Note_on_c, 91, 0
55380, Note_on_c, 95, 80
55435, Note_on_c, 95, 0
55440, Note_on_c, 91, 80
55490, Note_on_c, 91, 0
55500, Note_on_c, 88, 80
55664, Note_on_c, 88, 0
55680, Note_on_c, 71, 80
55680, Note_on_c, 62, 80
55786, Note_on_c, 62, 0
55786, Note_on_c, 71, 0
55800, Note_on_c, 70, 80
55800, Note_on_c, 62, 80
55906, Note_on_c, 62, 0
55906, Note_on_c, 70, 0
55920, Note_on_c, 62, 80
55920, Note_on_c, 69, 80
56026, Note_on_c, 69, 0
56026, Note_on_c, 62, 0
56040, Note_on_c, 74, 80
56040, Note_on_c, 66, 80
56146, Note_on_c, 66, 0
56146, Note_on_c, 74, 0
56160, Note_on_c, 71, 80
56160, Note_on_c, 66, 80
56266, Note_on_c, 66, 0
56266, Note_on_c, 71, 0
56280, Note_on_c, 75, 80
56280, Note_on_c, 69, 80
56386, Note_on_c, 69, 0
56386, Note_on_c, 75, 0
56400, Note_on_c, 76, 80
56400, Note_on_c, 71, 80
56506, Note_on_c, 71, 0
56506, Note_on_c, 76, 0
56520, Note_on_c, 71, 80
56520, Note_on_c, 79, 80
56621, Note_on_c, 79, 0
56621, Note_on_c, 71, 0
56640, Note_on_c, 76, 80
56695, Note_on_c, 76, 0
56700, Note_on_c, 75, 80
56755, Note_on_c, 75, 0
56760, Note_on_c, 76, 80
56815, Note_on_c, 76, 0
56820, Note_on_c, 78, 80
56875, Note_on_c, 78, 0
56880, Note_on_c, 76, 80
56880, Note_on_c, 69, 80
56989, Note_on_c, 69, 0
56989, Note_on_c, 76, 0
57000, Note_on_c, 67, 80
57000, Note_on_c, 73, 80
57109, Note_on_c, 73, 0
57109, Note_on_c, 67, 0
57120, Note_on_c, 74, 80
57120, Note_on_c, 66, 80
57326, Note_on_c, 66, 0
57326, Note_on_c, 74, 0
57360, Note_on_c, 74, 80
57360, Note_on_c, 78, 80
57360, Note_on_c, 86, 80
57552, Note_on_c, 86, 0
57552, Note_on_c, 78, 0
57552, Note_on_c, 74, 0
57600, Note_on_c, 66, 80
57764, Note_on_c, 66, 0
57780, Note_on_c, 69, 80
57835, Note_on_c, 69, 0
57840, Note_on_c, 67, 80
57890, Note_on_c, 67, 0
57900, Note_on_c, 66, 80
58009, Note_on_c, 66, 0
58020, Note_on_c, 64, 80
58075, Note_on_c, 64, 0
58080, Note_on_c, 66, 80
58244, Note_on_c, 66, 0
58260, Note_on_c, 69, 80
58315, Note_on_c, 69, 0
58320, Note_on_c, 67, 80
58370, Note_on_c, 67, 0
58380, Note_on_c, 66, 80
58489, Note_on_c, 66, 0
58500, Note_on_c, 64, 80
58555, Note_on_c, 64, 0
58560, Note_on_c, 62, 80
58651, Note_on_c, 62, 0
58680, Note_on_c, 90, 80
58707, Note_on_c, 90, 0
58710, Note_on_c, 88, 80
58737, Note_on_c, 88, 0
58740, Note_on_c, 86, 80
58767, Note_on_c, 86, 0
58770, Note_on_c, 81, 80
58797, Note_on_c, 81, 0
58800, Note_on_c, 78, 80
58855, Note_on_c, 78, 0
58860, Note_on_c, 76, 80
58915, Note_on_c, 76, 0
58920, Note_on_c, 74, 80
58975, Note_on_c, 74, 0
58980, Note_on_c, 69, 80
59035, Note_on_c, 69, 0
59040, Note_on_c, 66, 80
59098, Note_on_c, 66, 0
59100, Note_on_c, 64, 80
59158, Note_on_c, 64, 0
59160, Note_on_c, 62, 80
59640, Note_on_c, 62, 0
59640, End_track,,
0, Start_track,,
0, MIDI_port,,
0, Program_c, 0,
0, Control_c, 7, 100
0, Control_c, 10, 63
720, Note_on_c, 86, 80
821, Note_on_c, 86, 0
840, Note_on_c, 86, 80
941, Note_on_c, 86, 0
1440, Note_on_c, 85, 80
1440, Note_on_c, 79, 80
1440, Note_on_c, 76, 80
1666, Note_on_c, 76, 0
1666, Note_on_c, 79, 0
1666, Note_on_c, 85, 0
2640, Note_on_c, 88, 80
2741, Note_on_c, 88, 0
2760, Note_on_c, 88, 80
2861, Note_on_c, 88, 0
3360, Note_on_c, 90, 80
3360, Note_on_c, 81, 80
3360, Note_on_c, 86, 80
3586, Note_on_c, 86, 0
3586, Note_on_c, 81, 0
3586, Note_on_c, 90, 0
4560, Note_on_c, 86, 80
4661, Note_on_c, 86, 0
4680, Note_on_c, 86, 80
4781, Note_on_c, 86, 0
5280, Note_on_c, 83, 80
5280, Note_on_c, 79, 80
5280, Note_on_c, 74, 80
5506, Note_on_c, 74, 0
5506, Note_on_c, 79, 0
5506, Note_on_c, 83, 0
6720, Note_on_c, 74, 80
6821, Note_on_c, 74, 0
6840, Note_on_c, 68, 80
6941, Note_on_c, 68, 0
8400, Note_on_c, 86, 80
8501, Note_on_c, 86, 0
8520, Note_on_c, 86, 80
8621, Note_on_c, 86, 0
9120, Note_on_c, 85, 80
9120, Note_on_c, 79, 80
9120, Note_on_c, 76, 80
9346, Note_on_c, 76, 0
9346, Note_on_c, 79, 0
9346, Note_on_c, 85, 0
10320, Note_on_c, 88, 80
10421, Note_on_c, 88, 0
10440, Note_on_c, 88, 80
10541, Note_on_c, 88, 0
11040, Note_on_c, 90, 80
11040, Note_on_c, 81, 80
11040, Note_on_c, 86, 80
11266, Note_on_c, 86, 0
11266, Note_on_c, 81, 0
11266, Note_on_c, 90, 0
12240, Note_on_c, 86, 80
12341, Note_on_c, 86, 0
12360, Note_on_c, 86, 80
12461, Note_on_c, 86, 0
12960, Note_on_c, 83, 80
12960, Note_on_c, 79, 80
12960, Note_on_c, 74, 80
13186, Note_on_c, 74, 0
13186, Note_on_c, 79, 0
13186, Note_on_c, 83, 0
14400, Note_on_c, 74, 80
14501, Note_on_c, 74, 0
14520, Note_on_c, 68, 80
14621, Note_on_c, 68, 0
15360, Note_on_c, 62, 80
15578, Note_on_c, 62, 0
15600, Note_on_c, 61, 80
15818, Note_on_c, 61, 0
15840, Note_on_c, 62, 80
15949, Note_on_c, 62, 0
15960, Note_on_c, 62, 80
16069, Note_on_c, 62, 0
16080, Note_on_c, 61, 80
16298, Note_on_c, 61, 0
18240, Note_on_c, 62, 80
18458, Note_on_c, 62, 0
18480, Note_on_c, 59, 80
18644, Note_on_c, 59, 0
18960, Note_on_c, 85, 80
18960, Note_on_c, 81, 80
19178, Note_on_c, 81, 0
19178, Note_on_c, 85, 0
19200, Note_on_c, 62, 80
19418, Note_on_c, 62, 0
19440, Note_on_c, 61, 80
19658, Note_on_c, 61, 0
19680, Note_on_c, 62, 80
19789, Note_on_c, 62, 0
19800, Note_on_c, 62, 80
19909, Note_on_c, 62, 0
19920, Note_on_c, 61, 80
20138, Note_on_c, 61, 0
22080, Note_on_c, 68, 80
22298, Note_on_c, 68, 0
22320, Note_on_c, 67, 80
22484, Note_on_c, 67, 0
23040, Note_on_c, 62, 80
23258, Note_on_c, 62, 0
23280, Note_on_c, 61, 80
23498, Note_on_c, 61, 0
23520, Note_on_c, 62, 80
23629, Note_on_c, 62, 0
23640, Note_on_c, 62, 80
23749, Note_on_c, 62, 0
23760, Note_on_c, 61, 80
23978, Note_on_c, 61, 0
25920, Note_on_c, 62, 80
26138, Note_on_c, 62, 0
26160, Note_on_c, 59, 80
26324, Note_on_c, 59, 0
26640, Note_on_c, 85, 80
26640, Note_on_c, 81, 80
26858, Note_on_c, 81, 0
26858, Note_on_c, 85, 0
26880, Note_on_c, 62, 80
27098, Note_on_c, 62, 0
27120, Note_on_c, 61, 80
27338, Note_on_c, 61, 0
27360, Note_on_c, 62, 80
27469, Note_on_c, 62, 0
27480, Note_on_c, 62, 80
27589, Note_on_c, 62, 0
27600, Note_on_c, 61, 80
27818, Note_on_c, 61, 0
29760, Note_on_c, 68, 80
29978, Note_on_c, 68, 0
30000, Note_on_c, 67, 80
30164, Note_on_c, 67, 0
50640, Note_on_c, 86, 80
50741, Note_on_c, 86, 0
50760, Note_on_c, 86, 80
50861, Note_on_c, 86, 0
51360, Note_on_c, 79, 80
51360, Note_on_c, 76, 80
51360, Note_on_c, 85, 80
51586, Note_on_c, 85, 0
51586, Note_on_c, 76, 0
51586, Note_on_c, 79, 0
52560, Note_on_c, 88, 80
52661, Note_on_c, 88, 0
52680, Note_on_c, 88, 80
52781, Note_on_c, 88, 0
53280, Note_on_c, 90, 80
53280, Note_on_c, 81, 80
53280, Note_on_c, 86, 80
53506, Note_on_c, 86, 0
53506, Note_on_c, 81, 0
53506, Note_on_c, 90, 0
54480, Note_on_c, 86, 80
54581, Note_on_c, 86, 0
54600, Note_on_c, 86, 80
54701, Note_on_c, 86, 0
55200, Note_on_c, 79, 80
55200, Note_on_c, 74, 80
55200, Note_on_c, 83, 80
55426, Note_on_c, 83, 0
55426, Note_on_c, 74, 0
55426, Note_on_c, 79, 0
56640, Note_on_c, 74, 80
56741, Note_on_c, 74, 0
56760, Note_on_c, 68, 80
56861, Note_on_c, 68, 0
57600, Note_on_c, 62, 80
57818, Note_on_c, 62, 0
57840, Note_on_c, 61, 80
58058, Note_on_c, 61, 0
58080, Note_on_c, 62, 80
58181, Note_on_c, 62, 0
58200, Note_on_c, 62, 80
58301, Note_on_c, 62, 0
58320, Note_on_c, 61, 80
58538, Note_on_c, 61, 0
58538, End_track,,
0, Start_track,,
0, MIDI_port,,
0, Program_c, 0,
0, Control_c, 7, 100
0, Control_c, 10, 63
0, Note_on_c, 50, 80
109, Note_on_c, 50, 0
120, Note_on_c, 62, 80
120, Note_on_c, 57, 80
120, Note_on_c, 66, 80
229, Note_on_c, 66, 0
229, Note_on_c, 57, 0
229, Note_on_c, 62, 0
240, Note_on_c, 45, 80
349, Note_on_c, 45, 0
360, Note_on_c, 62, 80
360, Note_on_c, 66, 80
360, Note_on_c, 57, 80
469, Note_on_c, 57, 0
469, Note_on_c, 66, 0
469, Note_on_c, 62, 0
480, Note_on_c, 50, 80
589, Note_on_c, 50, 0
600, Note_on_c, 57, 80
600, Note_on_c, 62, 80
600, Note_on_c, 66, 80
709, Note_on_c, 66, 0
709, Note_on_c, 62, 0
709, Note_on_c, 57, 0
720, Note_on_c, 45, 80
829, Note_on_c, 45, 0
840, Note_on_c, 66, 80
840, Note_on_c, 62, 80
840, Note_on_c, 57, 80
941, Note_on_c, 57, 0
941, Note_on_c, 62, 0
941, Note_on_c, 66, 0
960, Note_on_c, 50, 80
1069, Note_on_c, 50, 0
1080, Note_on_c, 57, 80
1080, Note_on_c, 66, 80
1080, Note_on_c, 62, 80
1189, Note_on_c, 62, 0
1189, Note_on_c, 66, 0
1189, Note_on_c, 57, 0
1200, Note_on_c, 54, 80
1309, Note_on_c, 54, 0
1320, Note_on_c, 57, 80
1320, Note_on_c, 66, 80
1320, Note_on_c, 60, 80
1421, Note_on_c, 60, 0
1421, Note_on_c, 66, 0
1421, Note_on_c, 57, 0
1440, Note_on_c, 52, 80
1549, Note_on_c, 52, 0
1560, Note_on_c, 61, 80
1560, Note_on_c, 67, 80
1560, Note_on_c, 57, 80
1669, Note_on_c, 57, 0
1669, Note_on_c, 67, 0
1669, Note_on_c, 61, 0
1680, Note_on_c, 45, 80
1789, Note_on_c, 45, 0
1800, Note_on_c, 57, 80
1800, Note_on_c, 67, 80
1800, Note_on_c, 61, 80
1909, Note_on_c, 61, 0
1909, Note_on_c, 67, 0
1909, Note_on_c, 57, 0
1920, Note_on_c, 52, 80
2029, Note_on_c, 52, 0
2040, Note_on_c, 67, 80
2040, Note_on_c, 61, 80
2040, Note_on_c, 57, 80
2149, Note_on_c, 57, 0
2149, Note_on_c, 61, 0
2149, Note_on_c, 67, 0
2160, Note_on_c, 45, 80
2269, Note_on_c, 45, 0
2280, Note_on_c, 61, 80
2280, Note_on_c, 67, 80
2280, Note_on_c, 57, 80
2389, Note_on_c, 57, 0
2389, Note_on_c, 67, 0
2389, Note_on_c, 61, 0
2400, Note_on_c, 52, 80
2509, Note_on_c, 52, 0
2520, Note_on_c, 67, 80
2520, Note_on_c, 61, 80
2520, Note_on_c, 57, 80
2629, Note_on_c, 57, 0
2629, Note_on_c, 61, 0
2629, Note_on_c, 67, 0
2640, Note_on_c, 49, 80
2695, Note_on_c, 49, 0
2700, Note_on_c, 47, 80
2755, Note_on_c, 47, 0
2760, Note_on_c, 45, 80
2861, Note_on_c, 45, 0
2880, Note_on_c, 52, 80
2989, Note_on_c, 52, 0
3000, Note_on_c, 61, 80
3000, Note_on_c, 67, 80
3109, Note_on_c, 67, 0
3109, Note_on_c, 61, 0
3120, Note_on_c, 57, 80
3223, Note_on_c, 57, 0
3240, Note_on_c, 59, 80
3343, Note_on_c, 59, 0
3360, Note_on_c, 57, 80
3469, Note_on_c, 57, 0
3480, Note_on_c, 66, 80
3480, Note_on_c, 62, 80
3581, Note_on_c, 62, 0
3581, Note_on_c, 66, 0
3600, Note_on_c, 45, 80
3655, Note_on_c, 45, 0
3660, Note_on_c, 47, 80
3715, Note_on_c, 47, 0
3720, Note_on_c, 49, 80
3775, Note_on_c, 49, 0
3780, Note_on_c, 52, 80
3835, Note_on_c, 52, 0
3840, Note_on_c, 50, 80
3949, Note_on_c, 50, 0
3960, Note_on_c, 66, 80
3960, Note_on_c, 57, 80
3960, Note_on_c, 62, 80
4069, Note_on_c, 62, 0
4069, Note_on_c, 57, 0
4069, Note_on_c, 66, 0
4080, Note_on_c, 45, 80
4189, Note_on_c, 45, 0
4200, Note_on_c, 62, 80
4200, Note_on_c, 66, 80
4200, Note_on_c, 57, 80
4309, Note_on_c, 57, 0
4309, Note_on_c, 66, 0
4309, Note_on_c, 62, 0
4320, Note_on_c, 50, 80
4429, Note_on_c, 50, 0
4440, Note_on_c, 66, 80
4440, Note_on_c, 62, 80
4440, Note_on_c, 57, 80
4549, Note_on_c, 57, 0
4549, Note_on_c, 62, 0
4549, Note_on_c, 66, 0
4560, Note_on_c, 45, 80
4669, Note_on_c, 45, 0
4680, Note_on_c, 66, 80
4680, Note_on_c, 62, 80
4680, Note_on_c, 57, 80
4781, Note_on_c, 57, 0
4781, Note_on_c, 62, 0
4781, Note_on_c, 66, 0
4800, Note_on_c, 50, 80
4909, Note_on_c, 50, 0
4920, Note_on_c, 62, 80
4920, Note_on_c, 57, 80
4920, Note_on_c, 66, 80
5029, Note_on_c, 66, 0
5029, Note_on_c, 57, 0
5029, Note_on_c, 62, 0
5040, Note_on_c, 54, 80
5095, Note_on_c, 54, 0
5100, Note_on_c, 55, 80
5150, Note_on_c, 55, 0
5160, Note_on_c, 57, 80
5261, Note_on_c, 57, 0
5280, Note_on_c, 55, 80
5389, Note_on_c, 55, 0
5400, Note_on_c, 59, 80
5400, Note_on_c, 62, 80
5509, Note_on_c, 62, 0
5509, Note_on_c, 59, 0
5520, Note_on_c, 52, 80
5629, Note_on_c, 52, 0
5640, Note_on_c, 59, 80
5640, Note_on_c, 64, 80
5749, Note_on_c, 64, 0
5749, Note_on_c, 59, 0
5760, Note_on_c, 43, 80
5760, Note_on_c, 55, 80
5866, Note_on_c, 55, 0
5866, Note_on_c, 43, 0
5880, Note_on_c, 52, 80
5880, Note_on_c, 40, 80
5986, Note_on_c, 40, 0
5986, Note_on_c, 52, 0
6000, Note_on_c, 42, 80
6000, Note_on_c, 54, 80
6106, Note_on_c, 54, 0
6106, Note_on_c, 42, 0
6120, Note_on_c, 50, 80
6120, Note_on_c, 38, 80
6226, Note_on_c, 38, 0
6226, Note_on_c, 50, 0
6240, Note_on_c, 39, 80
6240, Note_on_c, 51, 80
6346, Note_on_c, 51, 0
6346, Note_on_c, 39, 0
6360, Note_on_c, 47, 80
6360, Note_on_c, 35, 80
6466, Note_on_c, 35, 0
6466, Note_on_c, 47, 0
6480, Note_on_c, 43, 80
6480, Note_on_c, 31, 80
6533, Note_on_c, 31, 0
6533, Note_on_c, 43, 0
6540, Note_on_c, 30, 80
6540, Note_on_c, 42, 80
6593, Note_on_c, 42, 0
6593, Note_on_c, 30, 0
6600, Note_on_c, 40, 80
6600, Note_on_c, 28, 80
6701, Note_on_c, 28, 0
6701, Note_on_c, 40, 0
6720, Note_on_c, 32, 80
6720, Note_on_c, 44, 80
6829, Note_on_c, 44, 0
6829, Note_on_c, 32, 0
6840, Note_on_c, 35, 80
6840, Note_on_c, 47, 80
6949, Note_on_c, 47, 0
6949, Note_on_c, 35, 0
6960, Note_on_c, 37, 80
6960, Note_on_c, 49, 80
7069, Note_on_c, 49, 0
7069, Note_on_c, 37, 0
7080, Note_on_c, 33, 80
7080, Note_on_c, 45, 80
7181, Note_on_c, 45, 0
7181, Note_on_c, 33, 0
7200, Note_on_c, 38, 80
7200, Note_on_c, 50, 80
7309, Note_on_c, 50, 0
7309, Note_on_c, 38, 0
7320, Note_on_c, 57, 80
7375, Note_on_c, 57, 0
7380, Note_on_c, 59, 80
7435, Note_on_c, 59, 0
7440, Note_on_c, 57, 80
7495, Note_on_c, 57, 0
7500, Note_on_c, 55, 80
7555, Note_on_c, 55, 0
7560, Note_on_c, 54, 80
7615, Note_on_c, 54, 0
7620, Note_on_c, 52, 80
7675, Note_on_c, 52, 0
7680, Note_on_c, 50, 80
7789, Note_on_c, 50, 0
7800, Note_on_c, 62, 80
7800, Note_on_c, 57, 80
7800, Note_on_c, 66, 80
7909, Note_on_c, 66, 0
7909, Note_on_c, 57, 0
7909, Note_on_c, 62, 0
7920, Note_on_c, 45, 80
8029, Note_on_c, 45, 0
8040, Note_on_c, 62, 80
8040, Note_on_c, 66, 80
8040, Note_on_c, 57, 80
8149, Note_on_c, 57, 0
8149, Note_on_c, 66, 0
8149, Note_on_c, 62, 0
8160, Note_on_c, 50, 80
8269, Note_on_c, 50, 0
8280, Note_on_c, 57, 80
8280, Note_on_c, 62, 80
8280, Note_on_c, 66, 80
8389, Note_on_c, 66, 0
8389, Note_on_c, 62, 0
8389, Note_on_c, 57, 0
8400, Note_on_c, 45, 80
8509, Note_on_c, 45, 0
8520, Note_on_c, 66, 80
8520, Note_on_c, 62, 80
8520, Note_on_c, 57, 80
8621, Note_on_c, 57, 0
8621, Note_on_c, 62, 0
8621, Note_on_c, 66, 0
8640, Note_on_c, 50, 80
8749, Note_on_c, 50, 0
8760, Note_on_c, 57, 80
8760, Note_on_c, 66, 80
8760, Note_on_c, 62, 80
8869, Note_on_c, 62, 0
8869, Note_on_c, 66, 0
8869, Note_on_c, 57, 0
8880, Note_on_c, 54, 80
8989, Note_on_c, 54, 0
9000, Note_on_c, 57, 80
9000, Note_on_c, 66, 80
9000, Note_on_c, 60, 80
9101, Note_on_c, 60, 0
9101, Note_on_c, 66, 0
9101, Note_on_c, 57, 0
9120, Note_on_c, 52, 80
9229, Note_on_c, 52, 0
9240, Note_on_c, 61, 80
9240, Note_on_c, 67, 80
9240, Note_on_c, 57, 80
9349, Note_on_c, 57, 0
9349, Note_on_c, 67, 0
9349, Note_on_c, 61, 0
9360, Note_on_c, 45, 80
9469, Note_on_c, 45, 0
9480, Note_on_c, 57, 80
9480, Note_on_c, 67, 80
9480, Note_on_c, 61, 80
9589, Note_on_c, 61, 0
9589, Note_on_c, 67, 0
9589, Note_on_c, 57, 0
9600, Note_on_c, 52, 80
9709, Note_on_c, 52, 0
9720, Note_on_c, 67, 80
9720, Note_on_c, 61, 80
9720, Note_on_c, 57, 80
9829, Note_on_c, 57, 0
9829, Note_on_c, 61, 0
9829, Note_on_c, 67, 0
9840, Note_on_c, 45, 80
9949, Note_on_c, 45, 0
9960, Note_on_c, 61, 80
9960, Note_on_c, 67, 80
9960, Note_on_c, 57, 80
10069, Note_on_c, 57, 0
10069, Note_on_c, 67, 0
10069, Note_on_c, 61, 0
10080, Note_on_c, 52, 80
10189, Note_on_c, 52, 0
10200, Note_on_c, 67, 80
10200, Note_on_c, 61, 80
10200, Note_on_c, 57, 80
10309, Note_on_c, 57, 0
10309, Note_on_c, 61, 0
10309, Note_on_c, 67, 0
10320, Note_on_c, 49, 80
10375, Note_on_c, 49, 0
10380, Note_on_c, 47, 80
10435, Note_on_c, 47, 0
10440, Note_on_c, 45, 80
10541, Note_on_c, 45, 0
10560, Note_on_c, 52, 80
10669, Note_on_c, 52, 0
10680, Note_on_c, 61, 80
10680, Note_on_c, 67, 80
10789, Note_on_c, 67, 0
10789, Note_on_c, 61, 0
10800, Note_on_c, 57, 80
10903, Note_on_c, 57, 0
10920, Note_on_c, 59, 80
11023, Note_on_c, 59, 0
11040, Note_on_c, 57, 80
11149, Note_on_c, 57, 0
11160, Note_on_c, 66, 80
11160, Note_on_c, 62, 80
11261, Note_on_c, 62, 0
11261, Note_on_c, 66, 0
