a, b, c, d, e, f
2, 31973, Note_on_c, 0, 74, 80
2, 32007, Note_on_c, 0, 74, 0
2, 32007, Note_on_c, 0, 43, 0
2, 32007, Note_on_c, 0, 65, 0
2, 32007, Note_on_c, 0, 71, 0
2, 32007, Note_on_c, 0, 55, 0
2, 32032, Note_on_c, 0, 67, 80
2, 32032, Note_on_c, 0, 79, 80
2, 32056, Note_on_c, 0, 79, 0
2, 32056, Note_on_c, 0, 67, 0
2, 32064, Note_on_c, 0, 55, 80
2, 32064, Note_on_c, 0, 59, 80
2, 32064, Note_on_c, 0, 62, 80
2, 32064, Note_on_c, 0, 69, 80
2, 32066, Note_on_c, 0, 65, 80
2, 32066, Note_on_c, 0, 81, 80
2, 32088, Note_on_c, 0, 69, 0
2, 32090, Note_on_c, 0, 81, 0
2, 32122, Note_on_c, 0, 62, 0
2, 32122, Note_on_c, 0, 59, 0
2, 32122, Note_on_c, 0, 71, 80
2, 32122, Note_on_c, 0, 83, 80
2, 32126, Note_on_c, 0, 55, 0
2, 32126, Note_on_c, 0, 65, 0
2, 32150, Note_on_c, 0, 71, 0
2, 32150, Note_on_c, 0, 83, 0
2, 32159, Note_on_c, 0, 72, 80
2, 32159, Note_on_c, 0, 76, 80
2, 32160, Note_on_c, 0, 48, 80
2, 32160, Note_on_c, 0, 52, 80
2, 32160, Note_on_c, 0, 60, 80
2, 32162, Note_on_c, 0, 79, 80
2, 32162, Note_on_c, 0, 84, 80
2, 32174, Note_on_c, 0, 60, 0
2, 32174, Note_on_c, 0, 52, 0
2, 32174, Note_on_c, 0, 48, 0
2, 32183, Control_c, 0, 64, 127
2, 32184, Note_on_c, 0, 72, 0
2, 32184, Note_on_c, 0, 76, 0
2, 32188, Note_on_c, 0, 79, 0
2, 32188, Note_on_c, 0, 84, 0
2, 32224, Note_on_c, 0, 72, 80
2, 32226, Note_on_c, 0, 84, 80
2, 32228, Note_on_c, 0, 48, 80
2, 32228, Note_on_c, 0, 52, 80
2, 32228, Note_on_c, 0, 60, 80
2, 32228, Note_on_c, 0, 76, 80
2, 32228, Note_on_c, 0, 79, 80
2, 32238, Note_on_c, 0, 79, 0
2, 32238, Note_on_c, 0, 72, 0
2, 32240, Note_on_c, 0, 76, 0
2, 32252, Note_on_c, 0, 84, 0
2, 32254, Note_on_c, 0, 52, 0
2, 32254, Note_on_c, 0, 48, 0
2, 32254, Note_on_c, 0, 60, 0
2, 32264, Note_on_c, 0, 47, 80
2, 32264, Note_on_c, 0, 50, 80
2, 32264, Note_on_c, 0, 59, 80
2, 32264, Note_on_c, 0, 71, 80
2, 32264, Note_on_c, 0, 76, 80
2, 32264, Note_on_c, 0, 79, 80
2, 32264, Note_on_c, 0, 83, 80
2, 32278, Control_c, 0, 64, 0
2, 32322, Note_on_c, 0, 79, 0
2, 32322, Note_on_c, 0, 71, 0
2, 32324, Note_on_c, 0, 59, 0
2, 32324, Note_on_c, 0, 47, 0
2, 32324, Note_on_c, 0, 50, 0
2, 32328, Note_on_c, 0, 83, 0
2, 32328, Note_on_c, 0, 76, 0
2, 32359, Note_on_c, 0, 69, 80
2, 32361, Note_on_c, 0, 76, 80
2, 32363, Note_on_c, 0, 45, 80
2, 32363, Note_on_c, 0, 48, 80
2, 32363, Note_on_c, 0, 57, 80
2, 32363, Note_on_c, 0, 81, 80
2, 32419, Note_on_c, 0, 81, 0
2, 32419, Note_on_c, 0, 76, 0
2, 32419, Note_on_c, 0, 45, 0
2, 32419, Note_on_c, 0, 69, 0
2, 32419, Note_on_c, 0, 57, 0
2, 32419, Note_on_c, 0, 48, 0
2, 32456, Note_on_c, 0, 43, 80
2, 32456, Note_on_c, 0, 67, 80
2, 32456, Note_on_c, 0, 76, 80
2, 32458, Note_on_c, 0, 79, 80
2, 32460, Note_on_c, 0, 47, 80
2, 32460, Note_on_c, 0, 55, 80
2, 32505, Note_on_c, 0, 43, 0
2, 32517, Note_on_c, 0, 76, 0
2, 32517, Note_on_c, 0, 67, 0
2, 32517, Note_on_c, 0, 55, 0
2, 32519, Note_on_c, 0, 47, 0
2, 32529, Note_on_c, 0, 79, 0
2, 32549, Note_on_c, 0, 52, 80
2, 32553, Note_on_c, 0, 55, 80
2, 32553, Note_on_c, 0, 60, 80
2, 32553, Note_on_c, 0, 75, 80
2, 32553, Note_on_c, 0, 84, 80
2, 32553, Note_on_c, 0, 87, 80
2, 32562, Control_c, 0, 64, 127
2, 32575, Note_on_c, 0, 84, 0
2, 32587, Note_on_c, 0, 75, 0
2, 32587, Note_on_c, 0, 87, 0
2, 32607, Note_on_c, 0, 52, 0
2, 32607, Note_on_c, 0, 60, 0
2, 32607, Note_on_c, 0, 55, 0
2, 32607, Note_on_c, 0, 76, 80
2, 32607, Note_on_c, 0, 84, 80
2, 32607, Note_on_c, 0, 88, 80
2, 32620, Control_c, 0, 64, 0
2, 32642, Note_on_c, 0, 55, 80
2, 32642, Note_on_c, 0, 60, 80
2, 32642, Note_on_c, 0, 64, 80
2, 32664, Note_on_c, 0, 64, 0
2, 32664, Note_on_c, 0, 55, 0
2, 32664, Note_on_c, 0, 60, 0
2, 32668, Note_on_c, 0, 84, 0
2, 32679, Note_on_c, 0, 76, 0
2, 32683, Note_on_c, 0, 88, 0
2, 32703, Note_on_c, 0, 48, 80
2, 32703, Note_on_c, 0, 81, 80
2, 32703, Note_on_c, 0, 84, 80
2, 32703, Note_on_c, 0, 88, 80
2, 32703, Note_on_c, 0, 93, 80
2, 32740, Note_on_c, 0, 64, 80
2, 32764, Note_on_c, 0, 93, 0
2, 32764, Note_on_c, 0, 84, 0
2, 32764, Note_on_c, 0, 81, 0
2, 32769, Note_on_c, 0, 88, 0
2, 32803, Note_on_c, 0, 48, 0
2, 32805, Note_on_c, 0, 64, 0
2, 32838, Note_on_c, 0, 55, 80
2, 32838, Note_on_c, 0, 60, 80
2, 32838, Note_on_c, 0, 64, 80
2, 32863, Note_on_c, 0, 64, 0
2, 32863, Note_on_c, 0, 60, 0
2, 32863, Note_on_c, 0, 55, 0
2, 32899, Note_on_c, 0, 36, 80
2, 32928, Note_on_c, 0, 36, 0
2, 32936, Control_c, 0, 64, 127
2, 32936, Note_on_c, 0, 43, 80
2, 32936, Note_on_c, 0, 52, 80
2, 32936, Note_on_c, 0, 75, 80
2, 32936, Note_on_c, 0, 84, 80
2, 32936, Note_on_c, 0, 87, 80
2, 32960, Note_on_c, 0, 43, 0
2, 32982, Note_on_c, 0, 87, 0
2, 32982, Note_on_c, 0, 75, 0
2, 32986, Note_on_c, 0, 84, 0
2, 32998, Control_c, 0, 64, 0
2, 33031, Note_on_c, 0, 76, 80
2, 33031, Note_on_c, 0, 84, 80
2, 33031, Note_on_c, 0, 88, 80
2, 33033, Note_on_c, 0, 55, 80
2, 33033, Note_on_c, 0, 60, 80
2, 33033, Note_on_c, 0, 64, 80
2, 33051, Note_on_c, 0, 55, 0
2, 33053, Note_on_c, 0, 52, 0
2, 33055, Note_on_c, 0, 60, 0
2, 33067, Note_on_c, 0, 76, 0
2, 33067, Note_on_c, 0, 84, 0
2, 33069, Note_on_c, 0, 88, 0
2, 33080, Note_on_c, 0, 64, 0
2, 33091, Note_on_c, 0, 86, 80
2, 33124, Note_on_c, 0, 45, 80
2, 33124, Note_on_c, 0, 57, 80
2, 33124, Note_on_c, 0, 74, 80
2, 33148, Note_on_c, 0, 45, 0
2, 33148, Note_on_c, 0, 86, 0
2, 33150, Note_on_c, 0, 74, 0
2, 33181, Note_on_c, 0, 43, 80
2, 33192, Note_on_c, 0, 72, 80
2, 33194, Note_on_c, 0, 78, 80
2, 33194, Note_on_c, 0, 84, 80
2, 33196, Note_on_c, 0, 81, 80
2, 33198, Note_on_c, 0, 57, 0
2, 33207, Note_on_c, 0, 43, 0
2, 33217, Note_on_c, 0, 55, 80
2, 33264, Note_on_c, 0, 84, 0
2, 33264, Note_on_c, 0, 72, 0
2, 33264, Note_on_c, 0, 78, 0
2, 33264, Note_on_c, 0, 81, 0
2, 33273, Note_on_c, 0, 38, 80
2, 33287, Note_on_c, 0, 55, 0
2, 33302, Note_on_c, 0, 38, 0
2, 33311, Note_on_c, 0, 54, 80
2, 33314, Note_on_c, 0, 45, 80
2, 33314, Note_on_c, 0, 68, 80
2, 33314, Note_on_c, 0, 78, 80
2, 33314, Note_on_c, 0, 80, 80
2, 33321, Control_c, 0, 64, 127
2, 33333, Note_on_c, 0, 45, 0
2, 33336, Note_on_c, 0, 78, 0
2, 33338, Note_on_c, 0, 80, 0
2, 33338, Note_on_c, 0, 68, 0
2, 33367, Note_on_c, 0, 69, 80
2, 33371, Note_on_c, 0, 78, 80
2, 33371, Note_on_c, 0, 81, 80
2, 33386, Control_c, 0, 64, 0
2, 33405, Note_on_c, 0, 60, 80
2, 33405, Note_on_c, 0, 62, 80
2, 33405, Note_on_c, 0, 66, 80
2, 33408, Note_on_c, 0, 57, 80
2, 33429, Note_on_c, 0, 57, 0
2, 33429, Note_on_c, 0, 66, 0
2, 33429, Note_on_c, 0, 60, 0
2, 33429, Note_on_c, 0, 62, 0
2, 33431, Note_on_c, 0, 69, 0
2, 33434, Note_on_c, 0, 81, 0
2, 33434, Note_on_c, 0, 78, 0
2, 33465, Note_on_c, 0, 76, 80
2, 33469, Note_on_c, 0, 88, 80
2, 33504, Note_on_c, 0, 38, 80
2, 33528, Note_on_c, 0, 38, 0
2, 33598, Note_on_c, 0, 57, 80
2, 33598, Note_on_c, 0, 60, 80
2, 33598, Note_on_c, 0, 62, 80
2, 33598, Note_on_c, 0, 66, 80
2, 33620, Note_on_c, 0, 66, 0
2, 33620, Note_on_c, 0, 60, 0
2, 33620, Note_on_c, 0, 76, 0
2, 33620, Note_on_c, 0, 62, 0
2, 33624, Note_on_c, 0, 88, 0
2, 33624, Note_on_c, 0, 57, 0
2, 33655, Note_on_c, 0, 78, 80
2, 33659, Note_on_c, 0, 45, 80
2, 33671, Note_on_c, 0, 78, 0
2, 33681, Note_on_c, 0, 54, 0
2, 33693, Note_on_c, 0, 57, 80
2, 33693, Note_on_c, 0, 68, 80
2, 33693, Note_on_c, 0, 78, 80
2, 33693, Note_on_c, 0, 79, 80
2, 33693, Note_on_c, 0, 80, 80
2, 33701, Control_c, 0, 64, 127
2, 33719, Note_on_c, 0, 80, 0
2, 33719, Note_on_c, 0, 45, 0
2, 33719, Note_on_c, 0, 68, 0
2, 33719, Note_on_c, 0, 78, 0
2, 33719, Note_on_c, 0, 79, 0
2, 33750, Note_on_c, 0, 69, 80
2, 33752, Note_on_c, 0, 57, 0
2, 33752, Note_on_c, 0, 78, 80
2, 33752, Note_on_c, 0, 81, 80
2, 33766, Control_c, 0, 64, 0
2, 33786, Note_on_c, 0, 50, 80
2, 33786, Note_on_c, 0, 54, 80
2, 33786, Note_on_c, 0, 57, 80
2, 33786, Note_on_c, 0, 60, 80
2, 33804, Note_on_c, 0, 54, 0
2, 33806, Note_on_c, 0, 57, 0
2, 33808, Note_on_c, 0, 78, 0
2, 33808, Note_on_c, 0, 81, 0
2, 33808, Note_on_c, 0, 69, 0
2, 33808, Note_on_c, 0, 60, 0
2, 33808, Note_on_c, 0, 50, 0
2, 33830, Note_on_c, 0, 57, 80
2, 33841, Note_on_c, 0, 60, 80
2, 33841, Note_on_c, 0, 66, 80
2, 33841, Note_on_c, 0, 72, 80
2, 33843, Note_on_c, 0, 62, 80
2, 33843, Note_on_c, 0, 69, 80
2, 33843, Note_on_c, 0, 74, 80
2, 33875, Note_on_c, 0, 38, 80
2, 33900, Note_on_c, 0, 38, 0
2, 33934, Note_on_c, 0, 72, 0
2, 33938, Note_on_c, 0, 69, 0
2, 33938, Note_on_c, 0, 60, 0
2, 33938, Note_on_c, 0, 66, 0
2, 33938, Note_on_c, 0, 62, 0
2, 33938, Note_on_c, 0, 74, 0
2, 33938, Note_on_c, 0, 57, 0
2, 33974, Note_on_c, 0, 48, 80
2, 33977, Note_on_c, 0, 57, 80
2, 34008, Note_on_c, 0, 48, 0
2, 34011, Note_on_c, 0, 57, 0
2, 34030, Note_on_c, 0, 49, 80
2, 34032, Note_on_c, 0, 58, 80
2, 34056, Note_on_c, 0, 49, 0
2, 34059, Note_on_c, 0, 58, 0
2, 34068, Note_on_c, 0, 50, 80
2, 34068, Note_on_c, 0, 59, 80
2, 34077, Control_c, 0, 64, 127
2, 34113, Note_on_c, 0, 59, 0
2, 34113, Note_on_c, 0, 50, 0
2, 34125, Note_on_c, 0, 91, 80
2, 34128, Note_on_c, 0, 79, 80
2, 34139, Control_c, 0, 64, 0
2, 34149, Note_on_c, 0, 79, 0
2, 34152, Note_on_c, 0, 91, 0
2, 34160, Note_on_c, 0, 59, 80
2, 34160, Note_on_c, 0, 62, 80
2, 34160, Note_on_c, 0, 78, 80
2, 34160, Note_on_c, 0, 90, 80
2, 34162, Note_on_c, 0, 55, 80
2, 34162, Note_on_c, 0, 65, 80
2, 34182, Note_on_c, 0, 62, 0
2, 34185, Note_on_c, 0, 55, 0
2, 34185, Note_on_c, 0, 59, 0
2, 34185, Note_on_c, 0, 65, 0
2, 34197, Note_on_c, 0, 78, 0
2, 34199, Note_on_c, 0, 90, 0
2, 34217, Note_on_c, 0, 91, 80
2, 34220, Note_on_c, 0, 79, 80
2, 34243, Note_on_c, 0, 79, 0
2, 34245, Note_on_c, 0, 91, 0
2, 34253, Note_on_c, 0, 86, 80
2, 34255, Note_on_c, 0, 43, 80
2, 34255, Note_on_c, 0, 89, 80
2, 34257, Note_on_c, 0, 77, 80
2, 34257, Note_on_c, 0, 83, 80
2, 34279, Note_on_c, 0, 77, 0
2, 34279, Note_on_c, 0, 89, 0
2, 34279, Note_on_c, 0, 86, 0
2, 34282, Note_on_c, 0, 83, 0
2, 34302, Note_on_c, 0, 43, 0
2, 34312, Note_on_c, 0, 73, 80
2, 34312, Note_on_c, 0, 85, 80
2, 34337, Note_on_c, 0, 73, 0
2, 34339, Note_on_c, 0, 85, 0
2, 34345, Note_on_c, 0, 59, 80
2, 34347, Note_on_c, 0, 62, 80
2, 34350, Note_on_c, 0, 55, 80
2, 34350, Note_on_c, 0, 65, 80
2, 34350, Note_on_c, 0, 74, 80
2, 34350, Note_on_c, 0, 86, 80
2, 34370, Note_on_c, 0, 74, 0
2, 34370, Note_on_c, 0, 59, 0
2, 34373, Note_on_c, 0, 65, 0
2, 34373, Note_on_c, 0, 62, 0
2, 34373, Note_on_c, 0, 86, 0
2, 34373, Note_on_c, 0, 55, 0
2, 34405, Note_on_c, 0, 71, 80
2, 34405, Note_on_c, 0, 77, 80
2, 34407, Note_on_c, 0, 83, 80
2, 34418, Note_on_c, 0, 77, 0
2, 34428, Note_on_c, 0, 71, 0
2, 34430, Note_on_c, 0, 83, 0
2, 34439, Note_on_c, 0, 62, 80
2, 34439, Note_on_c, 0, 69, 80
2, 34439, Note_on_c, 0, 77, 80
2, 34441, Note_on_c, 0, 50, 80
2, 34443, Note_on_c, 0, 81, 80
2, 34452, Control_c, 0, 64, 127
2, 34464, Note_on_c, 0, 77, 0
2, 34464, Note_on_c, 0, 69, 0
2, 34468, Note_on_c, 0, 81, 0
2, 34488, Note_on_c, 0, 62, 0
2, 34497, Note_on_c, 0, 67, 80
2, 34500, Note_on_c, 0, 79, 80
2, 34523, Note_on_c, 0, 79, 0
2, 34523, Note_on_c, 0, 67, 0
2, 34523, Control_c, 0, 64, 0
2, 34533, Note_on_c, 0, 59, 80
2, 34533, Note_on_c, 0, 66, 80
2, 34533, Note_on_c, 0, 72, 80
2, 34535, Note_on_c, 0, 55, 80
2, 34535, Note_on_c, 0, 62, 80
2, 34535, Note_on_c, 0, 75, 80
2, 34535, Note_on_c, 0, 78, 80
2, 34555, Note_on_c, 0, 75, 0
2, 34557, Note_on_c, 0, 59, 0
2, 34557, Note_on_c, 0, 72, 0
2, 34560, Note_on_c, 0, 78, 0
2, 34560, Note_on_c, 0, 55, 0
2, 34560, Note_on_c, 0, 62, 0
2, 34571, Note_on_c, 0, 66, 0
2, 34583, Note_on_c, 0, 50, 0
2, 34594, Note_on_c, 0, 65, 80
2, 34594, Note_on_c, 0, 71, 80
2, 34594, Note_on_c, 0, 74, 80
2, 34594, Note_on_c, 0, 77, 80
2, 34631, Note_on_c, 0, 43, 80
2, 34631, Note_on_c, 0, 50, 80
2, 34653, Note_on_c, 0, 43, 0
2, 34689, Note_on_c, 0, 77, 0
2, 34689, Note_on_c, 0, 74, 0
2, 34689, Note_on_c, 0, 65, 0
2, 34689, Note_on_c, 0, 71, 0
2, 34723, Note_on_c, 0, 62, 80
2, 34723, Note_on_c, 0, 65, 80
2, 34725, Note_on_c, 0, 55, 80
2, 34725, Note_on_c, 0, 59, 80
2, 34747, Note_on_c, 0, 55, 0
2, 34747, Note_on_c, 0, 62, 0
2, 34749, Note_on_c, 0, 59, 0
2, 34749, Note_on_c, 0, 65, 0
2, 34784, Note_on_c, 0, 50, 0
2, 34786, Note_on_c, 0, 36, 80
2, 34811, Note_on_c, 0, 36, 0
2, 34820, Control_c, 0, 64, 127
2, 34823, Note_on_c, 0, 43, 80
2, 34823, Note_on_c, 0, 52, 80
2, 34845, Note_on_c, 0, 43, 0
2, 34881, Note_on_c, 0, 74, 80
2, 34881, Note_on_c, 0, 86, 80
2, 34883, Note_on_c, 0, 79, 80
2, 34885, Control_c, 0, 64, 0
2, 34907, Note_on_c, 0, 74, 0
2, 34909, Note_on_c, 0, 86, 0
2, 34918, Note_on_c, 0, 55, 80
2, 34918, Note_on_c, 0, 58, 80
2, 34918, Note_on_c, 0, 60, 80
2, 34918, Note_on_c, 0, 64, 80
2, 34918, Note_on_c, 0, 73, 80
2, 34918, Note_on_c, 0, 82, 80
2, 34918, Note_on_c, 0, 85, 80
2, 34938, Note_on_c, 0, 64, 0
2, 34938, Note_on_c, 0, 58, 0
2, 34938, Note_on_c, 0, 55, 0
2, 34938, Note_on_c, 0, 60, 0
2, 34941, Note_on_c, 0, 82, 0
2, 34941, Note_on_c, 0, 79, 0
2, 34943, Note_on_c, 0, 85, 0
2, 34951, Note_on_c, 0, 73, 0
2, 34973, Note_on_c, 0, 86, 80
2, 34976, Note_on_c, 0, 74, 80
2, 34976, Note_on_c, 0, 79, 80
2, 34986, Note_on_c, 0, 52, 0
2, 34999, Note_on_c, 0, 86, 0
2, 34999, Note_on_c, 0, 74, 0
2, 34999, Note_on_c, 0, 79, 0
2, 35008, Note_on_c, 0, 42, 80
2, 35008, Note_on_c, 0, 51, 80
2, 35019, Note_on_c, 0, 72, 80
2, 35022, Note_on_c, 0, 78, 80
2, 35022, Note_on_c, 0, 84, 80
2, 35032, Note_on_c, 0, 42, 0
2, 35067, Note_on_c, 0, 84, 0
2, 35067, Note_on_c, 0, 72, 0
2, 35070, Note_on_c, 0, 78, 0
2, 35102, Note_on_c, 0, 54, 80
2, 35102, Note_on_c, 0, 63, 80
2, 35102, Note_on_c, 0, 72, 80
2, 35104, Note_on_c, 0, 60, 80
2, 35106, Note_on_c, 0, 57, 80
2, 35106, Note_on_c, 0, 78, 80
2, 35106, Note_on_c, 0, 81, 80
2, 35128, Note_on_c, 0, 57, 0
2, 35128, Note_on_c, 0, 63, 0
2, 35128, Note_on_c, 0, 60, 0
2, 35128, Note_on_c, 0, 54, 0
2, 35151, Note_on_c, 0, 72, 0
2, 35151, Note_on_c, 0, 81, 0
2, 35153, Note_on_c, 0, 78, 0
2, 35176, Note_on_c, 0, 51, 0
2, 35194, Control_c, 0, 64, 127
2, 35196, Note_on_c, 0, 50, 80
2, 35196, Note_on_c, 0, 70, 80
2, 35199, Note_on_c, 0, 41, 80
2, 35199, Note_on_c, 0, 82, 80
2, 35221, Note_on_c, 0, 70, 0
2, 35224, Note_on_c, 0, 82, 0
2, 35224, Note_on_c, 0, 41, 0
2, 35253, Note_on_c, 0, 71, 80
2, 35253, Note_on_c, 0, 77, 80
2, 35257, Control_c, 0, 64, 0
2, 35257, Note_on_c, 0, 79, 80
2, 35257, Note_on_c, 0, 83, 80
2, 35289, Note_on_c, 0, 62, 80
2, 35291, Note_on_c, 0, 55, 80
2, 35291, Note_on_c, 0, 59, 80
2, 35291, Note_on_c, 0, 65, 80
2, 35311, Note_on_c, 0, 62, 0
2, 35314, Note_on_c, 0, 79, 0
2, 35314, Note_on_c, 0, 50, 0
2, 35314, Note_on_c, 0, 83, 0
2, 35314, Note_on_c, 0, 71, 0
2, 35314, Note_on_c, 0, 77, 0
2, 35314, Note_on_c, 0, 59, 0
2, 35314, Note_on_c, 0, 55, 0
2, 35314, Note_on_c, 0, 65, 0
2, 35348, Note_on_c, 0, 65, 80
2, 35350, Note_on_c, 0, 71, 80
2, 35350, Note_on_c, 0, 74, 80
2, 35350, Note_on_c, 0, 79, 80
2, 35383, Note_on_c, 0, 43, 80
2, 35383, Note_on_c, 0, 50, 80
2, 35406, Note_on_c, 0, 50, 0
2, 35406, Note_on_c, 0, 71, 0
2, 35406, Note_on_c, 0, 74, 0
2, 35406, Note_on_c, 0, 79, 0
2, 35406, Note_on_c, 0, 43, 0
2, 35409, Note_on_c, 0, 65, 0
2, 35441, Note_on_c, 0, 72, 80
2, 35441, Note_on_c, 0, 84, 80
2, 35472, Note_on_c, 0, 55, 80
2, 35472, Note_on_c, 0, 59, 80
2, 35472, Note_on_c, 0, 62, 80
2, 35475, Note_on_c, 0, 65, 80
2, 35496, Note_on_c, 0, 62, 0
2, 35497, Note_on_c, 0, 59, 0
2, 35499, Note_on_c, 0, 55, 0
2, 35501, Note_on_c, 0, 65, 0
2, 35510, Note_on_c, 0, 72, 0
2, 35512, Note_on_c, 0, 84, 0
2, 35532, Note_on_c, 0, 69, 80
2, 35532, Note_on_c, 0, 81, 80
2, 35559, Note_on_c, 0, 81, 0
2, 35559, Note_on_c, 0, 69, 0
2, 35566, Control_c, 0, 64, 127
2, 35570, Note_on_c, 0, 48, 80
2, 35570, Note_on_c, 0, 52, 80
2, 35570, Note_on_c, 0, 72, 80
2, 35572, Note_on_c, 0, 60, 80
2, 35572, Note_on_c, 0, 76, 80
2, 35572, Note_on_c, 0, 79, 80
2, 35572, Note_on_c, 0, 84, 80
2, 35591, Note_on_c, 0, 60, 0
2, 35591, Note_on_c, 0, 72, 0
2, 35593, Note_on_c, 0, 76, 0
2, 35595, Note_on_c, 0, 79, 0
2, 35595, Note_on_c, 0, 48, 0
2, 35595, Note_on_c, 0, 84, 0
2, 35595, Note_on_c, 0, 52, 0
2, 35627, Note_on_c, 0, 72, 80
2, 35629, Note_on_c, 0, 84, 80
2, 35631, Note_on_c, 0, 48, 80
2, 35631, Note_on_c, 0, 52, 80
2, 35631, Note_on_c, 0, 60, 80
2, 35631, Note_on_c, 0, 76, 80
2, 35631, Note_on_c, 0, 79, 80
2, 35633, Control_c, 0, 64, 0
2, 35653, Note_on_c, 0, 79, 0
2, 35653, Note_on_c, 0, 60, 0
2, 35653, Note_on_c, 0, 84, 0
2, 35653, Note_on_c, 0, 48, 0
2, 35653, Note_on_c, 0, 72, 0
2, 35653, Note_on_c, 0, 76, 0
2, 35653, Note_on_c, 0, 52, 0
2, 35666, Note_on_c, 0, 47, 80
2, 35666, Note_on_c, 0, 50, 80
2, 35666, Note_on_c, 0, 59, 80
2, 35666, Note_on_c, 0, 75, 80
2, 35666, Note_on_c, 0, 87, 80
2, 35722, Note_on_c, 0, 50, 0
2, 35725, Note_on_c, 0, 75, 0
2, 35725, Note_on_c, 0, 87, 0
2, 35727, Note_on_c, 0, 59, 0
2, 35736, Note_on_c, 0, 47, 0
2, 35760, Note_on_c, 0, 48, 80
2, 35760, Note_on_c, 0, 57, 80
2, 35760, Note_on_c, 0, 76, 80
2, 35760, Note_on_c, 0, 84, 80
2, 35760, Note_on_c, 0, 88, 80
2, 35772, Note_on_c, 0, 45, 80
2, 35819, Note_on_c, 0, 45, 0
2, 35819, Note_on_c, 0, 57, 0
2, 35819, Note_on_c, 0, 48, 0
2, 35819, Note_on_c, 0, 76, 0
2, 35819, Note_on_c, 0, 88, 0
2, 35821, Note_on_c, 0, 84, 0
2, 35851, Note_on_c, 0, 75, 80
2, 35851, Note_on_c, 0, 84, 80
2, 35851, Note_on_c, 0, 87, 80
2, 35853, Note_on_c, 0, 43, 80
2, 35853, Note_on_c, 0, 47, 80
2, 35853, Note_on_c, 0, 55, 80
2, 35876, Note_on_c, 0, 55, 0
2, 35876, Note_on_c, 0, 75, 0
2, 35876, Note_on_c, 0, 87, 0
2, 35876, Note_on_c, 0, 43, 0
2, 35876, Note_on_c, 0, 47, 0
2, 35879, Note_on_c, 0, 84, 0
2, 35908, Note_on_c, 0, 76, 80
2, 35908, Note_on_c, 0, 84, 80
2, 35908, Note_on_c, 0, 88, 80
2, 35918, Note_on_c, 0, 52, 80
2, 35920, Note_on_c, 0, 48, 80
2, 35920, Note_on_c, 0, 60, 80
2, 35952, Control_c, 0, 64, 127
2, 35954, Note_on_c, 0, 48, 0
2, 35954, Note_on_c, 0, 52, 0
2, 35963, Note_on_c, 0, 60, 0
2, 35966, Note_on_c, 0, 76, 0
2, 35966, Note_on_c, 0, 88, 0
2, 35966, Note_on_c, 0, 84, 0
2, 35996, Note_on_c, 0, 48, 80
2, 35998, Note_on_c, 0, 52, 80
2, 35998, Note_on_c, 0, 60, 80
2, 35998, Note_on_c, 0, 76, 80
2, 35998, Note_on_c, 0, 84, 80
2, 36000, Note_on_c, 0, 88, 80
2, 36009, Note_on_c, 0, 84, 0
2, 36012, Control_c, 0, 64, 0
2, 36022, Note_on_c, 0, 76, 0
2, 36022, Note_on_c, 0, 60, 0
2, 36022, Note_on_c, 0, 48, 0
2, 36022, Note_on_c, 0, 52, 0
2, 36024, Note_on_c, 0, 88, 0
2, 36033, Note_on_c, 0, 50, 80
2, 36033, Note_on_c, 0, 59, 80
2, 36033, Note_on_c, 0, 75, 80
2, 36033, Note_on_c, 0, 84, 80
2, 36033, Note_on_c, 0, 87, 80
2, 36043, Note_on_c, 0, 47, 80
2, 36056, Note_on_c, 0, 87, 0
2, 36056, Note_on_c, 0, 84, 0
2, 36056, Note_on_c, 0, 75, 0
2, 36092, Note_on_c, 0, 50, 0
2, 36092, Note_on_c, 0, 47, 0
2, 36092, Note_on_c, 0, 59, 0
2, 36092, Note_on_c, 0, 76, 80
2, 36092, Note_on_c, 0, 84, 80
2, 36092, Note_on_c, 0, 88, 80
2, 36105, Note_on_c, 0, 84, 0
2, 36117, Note_on_c, 0, 88, 0
2, 36117, Note_on_c, 0, 76, 0
2, 36125, Note_on_c, 0, 87, 80
2, 36127, Note_on_c, 0, 84, 80
2, 36129, Note_on_c, 0, 45, 80
2, 36129, Note_on_c, 0, 48, 80
2, 36129, Note_on_c, 0, 57, 80
2, 36129, Note_on_c, 0, 75, 80
2, 36186, Note_on_c, 0, 75, 0
2, 36186, Note_on_c, 0, 45, 0
2, 36188, Note_on_c, 0, 87, 0
2, 36188, Note_on_c, 0, 57, 0
2, 36188, Note_on_c, 0, 84, 0
2, 36190, Note_on_c, 0, 48, 0
2, 36225, Note_on_c, 0, 47, 80
2, 36225, Note_on_c, 0, 55, 80
2, 36225, Note_on_c, 0, 84, 80
2, 36227, Note_on_c, 0, 43, 80
2, 36227, Note_on_c, 0, 76, 80
2, 36227, Note_on_c, 0, 88, 80
2, 36288, Note_on_c, 0, 88, 0
2, 36288, Note_on_c, 0, 55, 0
2, 36288, Note_on_c, 0, 84, 0
2, 36288, Note_on_c, 0, 47, 0
2, 36288, Note_on_c, 0, 76, 0
2, 36288, Note_on_c, 0, 43, 0
2, 36323, Note_on_c, 0, 54, 80
2, 36323, Note_on_c, 0, 73, 80
2, 36323, Note_on_c, 0, 85, 80
2, 36326, Note_on_c, 0, 45, 80
2, 36331, Control_c, 0, 64, 127
