a, b, c, d, e, f
2, 15103, Note_on_c, 0, 60, 0
2, 15107, Note_on_c, 0, 55, 0
2, 15107, Note_on_c, 0, 76, 0
2, 15107, Note_on_c, 0, 86, 0
2, 15107, Note_on_c, 0, 74, 0
2, 15107, Note_on_c, 0, 64, 0
2, 15107, Note_on_c, 0, 81, 0
2, 15140, Note_on_c, 0, 53, 80
2, 15140, Note_on_c, 0, 72, 80
2, 15142, Note_on_c, 0, 76, 80
2, 15142, Note_on_c, 0, 81, 80
2, 15142, Note_on_c, 0, 84, 80
2, 15144, Note_on_c, 0, 41, 80
2, 15212, Note_on_c, 0, 53, 0
2, 15216, Note_on_c, 0, 41, 0
2, 15235, Note_on_c, 0, 40, 80
2, 15235, Note_on_c, 0, 52, 80
2, 15261, Note_on_c, 0, 52, 0
2, 15261, Note_on_c, 0, 40, 0
2, 15271, Note_on_c, 0, 76, 0
2, 15271, Note_on_c, 0, 39, 80
2, 15271, Note_on_c, 0, 51, 80
2, 15273, Note_on_c, 0, 72, 0
2, 15273, Note_on_c, 0, 84, 0
2, 15273, Note_on_c, 0, 81, 0
2, 15282, Control_c, 0, 64, 127
2, 15330, Note_on_c, 0, 39, 0
2, 15334, Note_on_c, 0, 51, 0
2, 15349, Control_c, 0, 64, 0
2, 15371, Note_on_c, 0, 54, 80
2, 15371, Note_on_c, 0, 57, 80
2, 15371, Note_on_c, 0, 60, 80
2, 15371, Note_on_c, 0, 62, 80
2, 15371, Note_on_c, 0, 74, 80
2, 15371, Note_on_c, 0, 78, 80
2, 15371, Note_on_c, 0, 81, 80
2, 15371, Note_on_c, 0, 84, 80
2, 15395, Note_on_c, 0, 84, 0
2, 15395, Note_on_c, 0, 81, 0
2, 15397, Note_on_c, 0, 74, 0
2, 15397, Note_on_c, 0, 78, 0
2, 15419, Note_on_c, 0, 62, 0
2, 15421, Note_on_c, 0, 54, 0
2, 15421, Note_on_c, 0, 57, 0
2, 15421, Note_on_c, 0, 60, 0
2, 15430, Note_on_c, 0, 74, 80
2, 15434, Note_on_c, 0, 78, 80
2, 15434, Note_on_c, 0, 81, 80
2, 15434, Note_on_c, 0, 84, 80
2, 15470, Note_on_c, 0, 54, 80
2, 15470, Note_on_c, 0, 60, 80
2, 15470, Note_on_c, 0, 62, 80
2, 15472, Note_on_c, 0, 57, 80
2, 15492, Note_on_c, 0, 62, 0
2, 15492, Note_on_c, 0, 60, 0
2, 15494, Note_on_c, 0, 54, 0
2, 15496, Note_on_c, 0, 78, 0
2, 15496, Note_on_c, 0, 81, 0
2, 15496, Note_on_c, 0, 84, 0
2, 15496, Note_on_c, 0, 74, 0
2, 15496, Note_on_c, 0, 57, 0
2, 15531, Note_on_c, 0, 72, 80
2, 15533, Note_on_c, 0, 81, 80
2, 15533, Note_on_c, 0, 84, 80
2, 15568, Note_on_c, 0, 52, 80
2, 15572, Note_on_c, 0, 40, 80
2, 15594, Note_on_c, 0, 72, 0
2, 15596, Note_on_c, 0, 52, 0
2, 15596, Note_on_c, 0, 40, 0
2, 15600, Note_on_c, 0, 84, 0
2, 15600, Note_on_c, 0, 81, 0
2, 15634, Note_on_c, 0, 39, 80
2, 15634, Note_on_c, 0, 81, 80
2, 15636, Note_on_c, 0, 51, 80
2, 15660, Note_on_c, 0, 39, 0
2, 15664, Note_on_c, 0, 51, 0
2, 15669, Control_c, 0, 64, 127
2, 15671, Note_on_c, 0, 38, 80
2, 15671, Note_on_c, 0, 72, 80
2, 15672, Note_on_c, 0, 77, 80
2, 15672, Note_on_c, 0, 84, 80
2, 15674, Note_on_c, 0, 50, 80
2, 15695, Note_on_c, 0, 50, 0
2, 15695, Note_on_c, 0, 38, 0
2, 15695, Note_on_c, 0, 72, 0
2, 15698, Note_on_c, 0, 81, 0
2, 15698, Note_on_c, 0, 77, 0
2, 15698, Note_on_c, 0, 84, 0
2, 15731, Note_on_c, 0, 72, 80
2, 15731, Note_on_c, 0, 77, 80
2, 15731, Note_on_c, 0, 81, 80
2, 15731, Note_on_c, 0, 84, 80
2, 15735, Control_c, 0, 64, 0
2, 15745, Note_on_c, 0, 81, 0
2, 15745, Note_on_c, 0, 77, 0
2, 15756, Note_on_c, 0, 72, 0
2, 15760, Note_on_c, 0, 84, 0
2, 15768, Note_on_c, 0, 55, 80
2, 15768, Note_on_c, 0, 59, 80
2, 15768, Note_on_c, 0, 62, 80
2, 15768, Note_on_c, 0, 71, 80
2, 15768, Note_on_c, 0, 77, 80
2, 15768, Note_on_c, 0, 81, 80
2, 15768, Note_on_c, 0, 83, 80
2, 15770, Note_on_c, 0, 65, 80
2, 15790, Note_on_c, 0, 59, 0
2, 15790, Note_on_c, 0, 55, 0
2, 15792, Note_on_c, 0, 71, 0
2, 15792, Note_on_c, 0, 62, 0
2, 15792, Note_on_c, 0, 77, 0
2, 15792, Note_on_c, 0, 65, 0
2, 15792, Note_on_c, 0, 81, 0
2, 15793, Note_on_c, 0, 83, 0
2, 15824, Note_on_c, 0, 65, 80
2, 15824, Note_on_c, 0, 71, 80
2, 15828, Note_on_c, 0, 74, 80
2, 15830, Note_on_c, 0, 77, 80
2, 15863, Note_on_c, 0, 43, 80
2, 15863, Note_on_c, 0, 50, 80
2, 15887, Note_on_c, 0, 50, 0
2, 15887, Note_on_c, 0, 43, 0
2, 15912, Note_on_c, 0, 65, 0
2, 15923, Note_on_c, 0, 56, 80
2, 15949, Note_on_c, 0, 56, 0
2, 15958, Note_on_c, 0, 55, 80
2, 15958, Note_on_c, 0, 59, 80
2, 15958, Note_on_c, 0, 62, 80
2, 15958, Note_on_c, 0, 65, 80
2, 15980, Note_on_c, 0, 62, 0
2, 15980, Note_on_c, 0, 55, 0
2, 15980, Note_on_c, 0, 59, 0
2, 15982, Note_on_c, 0, 65, 0
2, 16026, Note_on_c, 0, 71, 0
2, 16026, Note_on_c, 0, 74, 0
2, 16026, Note_on_c, 0, 77, 0
2, 16053, Note_on_c, 0, 59, 80
2, 16055, Note_on_c, 0, 50, 80
2, 16061, Control_c, 0, 64, 127
2, 16103, Note_on_c, 0, 50, 0
2, 16103, Note_on_c, 0, 59, 0
2, 16127, Control_c, 0, 64, 0
2, 16151, Note_on_c, 0, 55, 80
2, 16151, Note_on_c, 0, 59, 80
2, 16151, Note_on_c, 0, 62, 80
2, 16151, Note_on_c, 0, 65, 80
2, 16151, Note_on_c, 0, 67, 80
2, 16173, Note_on_c, 0, 67, 0
2, 16173, Note_on_c, 0, 55, 0
2, 16173, Note_on_c, 0, 62, 0
2, 16173, Note_on_c, 0, 59, 0
2, 16175, Note_on_c, 0, 65, 0
2, 16209, Note_on_c, 0, 67, 80
2, 16209, Note_on_c, 0, 71, 80
2, 16209, Note_on_c, 0, 75, 80
2, 16214, Note_on_c, 0, 79, 80
2, 16245, Note_on_c, 0, 55, 80
2, 16247, Note_on_c, 0, 43, 80
2, 16269, Note_on_c, 0, 67, 0
2, 16271, Note_on_c, 0, 79, 0
2, 16271, Note_on_c, 0, 71, 0
2, 16271, Note_on_c, 0, 75, 0
2, 16295, Note_on_c, 0, 43, 0
2, 16306, Note_on_c, 0, 67, 80
2, 16306, Note_on_c, 0, 71, 80
2, 16306, Note_on_c, 0, 75, 80
2, 16308, Note_on_c, 0, 55, 0
2, 16308, Note_on_c, 0, 79, 80
2, 16344, Note_on_c, 0, 55, 80
2, 16344, Note_on_c, 0, 59, 80
2, 16344, Note_on_c, 0, 62, 80
2, 16344, Note_on_c, 0, 65, 80
2, 16366, Note_on_c, 0, 65, 0
2, 16366, Note_on_c, 0, 75, 0
2, 16366, Note_on_c, 0, 55, 0
2, 16366, Note_on_c, 0, 71, 0
2, 16366, Note_on_c, 0, 67, 0
2, 16366, Note_on_c, 0, 79, 0
2, 16366, Note_on_c, 0, 59, 0
2, 16366, Note_on_c, 0, 62, 0
2, 16403, Note_on_c, 0, 67, 80
2, 16436, Control_c, 0, 64, 127
2, 16438, Note_on_c, 0, 72, 80
2, 16438, Note_on_c, 0, 76, 80
2, 16440, Note_on_c, 0, 52, 80
2, 16440, Note_on_c, 0, 55, 80
2, 16440, Note_on_c, 0, 60, 80
2, 16440, Note_on_c, 0, 64, 80
2, 16472, Note_on_c, 0, 60, 0
2, 16472, Note_on_c, 0, 67, 0
2, 16472, Note_on_c, 0, 72, 0
2, 16474, Note_on_c, 0, 55, 0
2, 16474, Note_on_c, 0, 52, 0
2, 16474, Note_on_c, 0, 64, 0
2, 16476, Note_on_c, 0, 76, 0
2, 16500, Control_c, 0, 64, 0
2, 16533, Note_on_c, 0, 72, 80
2, 16535, Note_on_c, 0, 64, 80
2, 16535, Note_on_c, 0, 76, 80
2, 16570, Note_on_c, 0, 72, 0
2, 16572, Note_on_c, 0, 76, 0
2, 16572, Note_on_c, 0, 64, 0
2, 16583, Note_on_c, 0, 65, 80
2, 16583, Note_on_c, 0, 74, 80
2, 16583, Note_on_c, 0, 77, 80
2, 16618, Note_on_c, 0, 77, 0
2, 16620, Note_on_c, 0, 74, 0
2, 16622, Note_on_c, 0, 65, 0
2, 16631, Note_on_c, 0, 67, 80
2, 16631, Note_on_c, 0, 76, 80
2, 16631, Note_on_c, 0, 79, 80
2, 16666, Note_on_c, 0, 79, 0
2, 16666, Note_on_c, 0, 76, 0
2, 16670, Note_on_c, 0, 67, 0
2, 16679, Note_on_c, 0, 69, 80
2, 16679, Note_on_c, 0, 77, 80
2, 16682, Note_on_c, 0, 81, 80
2, 16718, Note_on_c, 0, 81, 0
2, 16718, Note_on_c, 0, 77, 0
2, 16718, Note_on_c, 0, 69, 0
2, 16728, Note_on_c, 0, 71, 80
2, 16728, Note_on_c, 0, 79, 80
2, 16728, Note_on_c, 0, 83, 80
2, 16764, Note_on_c, 0, 79, 0
2, 16764, Note_on_c, 0, 71, 0
2, 16768, Note_on_c, 0, 83, 0
2, 16778, Note_on_c, 0, 72, 80
2, 16778, Note_on_c, 0, 81, 80
2, 16778, Note_on_c, 0, 84, 80
2, 16814, Note_on_c, 0, 84, 0
2, 16814, Note_on_c, 0, 81, 0
2, 16814, Note_on_c, 0, 72, 0
2, 16824, Control_c, 0, 64, 127
2, 16826, Note_on_c, 0, 74, 80
2, 16828, Note_on_c, 0, 83, 80
2, 16828, Note_on_c, 0, 86, 80
2, 16863, Note_on_c, 0, 86, 0
2, 16863, Note_on_c, 0, 83, 0
2, 16863, Note_on_c, 0, 74, 0
2, 16873, Note_on_c, 0, 84, 80
2, 16875, Note_on_c, 0, 76, 80
2, 16875, Note_on_c, 0, 88, 80
2, 16889, Control_c, 0, 64, 0
2, 16913, Note_on_c, 0, 88, 0
2, 16913, Note_on_c, 0, 76, 0
2, 16913, Note_on_c, 0, 84, 0
2, 16921, Note_on_c, 0, 77, 80
2, 16921, Note_on_c, 0, 86, 80
2, 16921, Note_on_c, 0, 89, 80
2, 16957, Note_on_c, 0, 77, 0
2, 16961, Note_on_c, 0, 89, 0
2, 16961, Note_on_c, 0, 86, 0
2, 16971, Note_on_c, 0, 79, 80
2, 16971, Note_on_c, 0, 88, 80
2, 16971, Note_on_c, 0, 91, 80
2, 17009, Note_on_c, 0, 79, 0
2, 17013, Note_on_c, 0, 91, 0
2, 17013, Note_on_c, 0, 88, 0
2, 17021, Note_on_c, 0, 81, 80
2, 17021, Note_on_c, 0, 89, 80
2, 17021, Note_on_c, 0, 93, 80
2, 17057, Note_on_c, 0, 93, 0
2, 17057, Note_on_c, 0, 81, 0
2, 17059, Note_on_c, 0, 89, 0
2, 17067, Note_on_c, 0, 83, 80
2, 17067, Note_on_c, 0, 91, 80
2, 17067, Note_on_c, 0, 95, 80
2, 17105, Note_on_c, 0, 91, 0
2, 17107, Note_on_c, 0, 95, 0
2, 17107, Note_on_c, 0, 83, 0
2, 17115, Note_on_c, 0, 84, 80
2, 17115, Note_on_c, 0, 93, 80
2, 17115, Note_on_c, 0, 96, 80
2, 17117, Note_on_c, 0, 43, 80
2, 17117, Note_on_c, 0, 55, 80
2, 17143, Note_on_c, 0, 43, 0
2, 17172, Note_on_c, 0, 42, 80
2, 17185, Note_on_c, 0, 55, 0
2, 17196, Control_c, 0, 64, 127
2, 17209, Note_on_c, 0, 54, 80
2, 17211, Note_on_c, 0, 96, 0
2, 17211, Note_on_c, 0, 84, 0
2, 17211, Note_on_c, 0, 93, 0
2, 17260, Control_c, 0, 64, 0
2, 17271, Note_on_c, 0, 54, 0
2, 17306, Note_on_c, 0, 54, 80
2, 17306, Note_on_c, 0, 60, 80
2, 17306, Note_on_c, 0, 76, 80
2, 17308, Note_on_c, 0, 50, 80
2, 17308, Note_on_c, 0, 57, 80
2, 17308, Note_on_c, 0, 88, 80
2, 17332, Note_on_c, 0, 88, 0
2, 17332, Note_on_c, 0, 76, 0
2, 17358, Note_on_c, 0, 54, 0
2, 17358, Note_on_c, 0, 60, 0
2, 17358, Note_on_c, 0, 57, 0
2, 17360, Note_on_c, 0, 50, 0
2, 17371, Note_on_c, 0, 76, 80
2, 17371, Note_on_c, 0, 88, 80
2, 17408, Note_on_c, 0, 54, 80
2, 17408, Note_on_c, 0, 60, 80
2, 17410, Note_on_c, 0, 50, 80
2, 17410, Note_on_c, 0, 57, 80
2, 17422, Note_on_c, 0, 88, 0
2, 17422, Note_on_c, 0, 76, 0
2, 17432, Note_on_c, 0, 60, 0
2, 17432, Note_on_c, 0, 54, 0
2, 17432, Note_on_c, 0, 42, 0
2, 17432, Note_on_c, 0, 50, 0
2, 17434, Note_on_c, 0, 57, 0
2, 17467, Note_on_c, 0, 76, 80
2, 17471, Note_on_c, 0, 88, 80
2, 17486, Note_on_c, 0, 88, 0
2, 17495, Note_on_c, 0, 76, 0
2, 17508, Note_on_c, 0, 43, 80
2, 17508, Note_on_c, 0, 55, 80
2, 17508, Note_on_c, 0, 74, 80
2, 17508, Note_on_c, 0, 78, 80
2, 17508, Note_on_c, 0, 81, 80
2, 17508, Note_on_c, 0, 84, 80
2, 17508, Note_on_c, 0, 86, 80
2, 17528, Note_on_c, 0, 55, 0
2, 17530, Note_on_c, 0, 43, 0
2, 17556, Note_on_c, 0, 74, 0
2, 17556, Note_on_c, 0, 81, 0
2, 17556, Note_on_c, 0, 78, 0
2, 17556, Note_on_c, 0, 86, 0
2, 17556, Note_on_c, 0, 84, 0
2, 17567, Note_on_c, 0, 42, 80
2, 17567, Note_on_c, 0, 54, 80
2, 17577, Note_on_c, 0, 42, 0
2, 17594, Note_on_c, 0, 54, 0
2, 17601, Note_on_c, 0, 53, 80
2, 17603, Note_on_c, 0, 41, 80
2, 17614, Control_c, 0, 64, 127
2, 17673, Control_c, 0, 64, 0
2, 17693, Note_on_c, 0, 59, 80
2, 17693, Note_on_c, 0, 76, 80
2, 17695, Note_on_c, 0, 55, 80
2, 17695, Note_on_c, 0, 62, 80
2, 17695, Note_on_c, 0, 65, 80
2, 17695, Note_on_c, 0, 77, 80
2, 17695, Note_on_c, 0, 83, 80
2, 17695, Note_on_c, 0, 88, 80
2, 17737, Note_on_c, 0, 77, 0
2, 17737, Note_on_c, 0, 76, 0
2, 17749, Note_on_c, 0, 59, 0
2, 17749, Note_on_c, 0, 62, 0
2, 17753, Note_on_c, 0, 83, 0
2, 17753, Note_on_c, 0, 55, 0
2, 17753, Note_on_c, 0, 88, 0
2, 17753, Note_on_c, 0, 65, 0
2, 17786, Note_on_c, 0, 55, 80
2, 17786, Note_on_c, 0, 59, 80
2, 17786, Note_on_c, 0, 62, 80
2, 17786, Note_on_c, 0, 65, 80
2, 17786, Note_on_c, 0, 76, 80
2, 17786, Note_on_c, 0, 77, 80
2, 17786, Note_on_c, 0, 83, 80
2, 17788, Note_on_c, 0, 88, 80
2, 17808, Note_on_c, 0, 65, 0
2, 17808, Note_on_c, 0, 59, 0
2, 17808, Note_on_c, 0, 55, 0
2, 17808, Note_on_c, 0, 62, 0
2, 17808, Note_on_c, 0, 53, 0
2, 17813, Note_on_c, 0, 41, 0
2, 17847, Note_on_c, 0, 77, 0
2, 17847, Note_on_c, 0, 76, 0
2, 17851, Note_on_c, 0, 83, 0
2, 17851, Note_on_c, 0, 88, 0
2, 17881, Note_on_c, 0, 53, 80
2, 17885, Note_on_c, 0, 41, 80
2, 17885, Note_on_c, 0, 74, 80
2, 17885, Note_on_c, 0, 77, 80
2, 17885, Note_on_c, 0, 83, 80
2, 17885, Note_on_c, 0, 86, 80
2, 17909, Note_on_c, 0, 41, 0
2, 17921, Note_on_c, 0, 74, 0
2, 17921, Note_on_c, 0, 77, 0
2, 17921, Note_on_c, 0, 86, 0
2, 17925, Note_on_c, 0, 83, 0
2, 17944, Note_on_c, 0, 40, 80
2, 17955, Note_on_c, 0, 53, 0
2, 17977, Control_c, 0, 64, 127
2, 17982, Note_on_c, 0, 52, 80
2, 18046, Control_c, 0, 64, 0
2, 18078, Note_on_c, 0, 55, 80
2, 18078, Note_on_c, 0, 60, 80
2, 18078, Note_on_c, 0, 64, 80
2, 18078, Note_on_c, 0, 74, 80
2, 18078, Note_on_c, 0, 76, 80
2, 18078, Note_on_c, 0, 81, 80
2, 18078, Note_on_c, 0, 86, 80
2, 18102, Note_on_c, 0, 86, 0
2, 18102, Note_on_c, 0, 81, 0
2, 18102, Note_on_c, 0, 76, 0
2, 18102, Note_on_c, 0, 74, 0
2, 18136, Note_on_c, 0, 60, 0
2, 18138, Note_on_c, 0, 73, 80
2, 18138, Note_on_c, 0, 76, 80
2, 18138, Note_on_c, 0, 81, 80
2, 18138, Note_on_c, 0, 85, 80
2, 18140, Note_on_c, 0, 55, 0
2, 18140, Note_on_c, 0, 64, 0
2, 18160, Note_on_c, 0, 76, 0
2, 18162, Note_on_c, 0, 85, 0
2, 18162, Note_on_c, 0, 73, 0
2, 18172, Note_on_c, 0, 60, 80
2, 18174, Note_on_c, 0, 55, 80
2, 18174, Note_on_c, 0, 64, 80
2, 18174, Note_on_c, 0, 74, 80
2, 18174, Note_on_c, 0, 86, 80
2, 18196, Note_on_c, 0, 74, 0
2, 18196, Note_on_c, 0, 52, 0
2, 18196, Note_on_c, 0, 60, 0
2, 18196, Note_on_c, 0, 64, 0
2, 18200, Note_on_c, 0, 55, 0
2, 18200, Note_on_c, 0, 86, 0
2, 18200, Note_on_c, 0, 40, 0
2, 18200, Note_on_c, 0, 81, 0
2, 18233, Note_on_c, 0, 72, 80
2, 18233, Note_on_c, 0, 76, 80
2, 18233, Note_on_c, 0, 81, 80
2, 18233, Note_on_c, 0, 84, 80
2, 18270, Note_on_c, 0, 38, 80
2, 18270, Note_on_c, 0, 50, 80
2, 18294, Note_on_c, 0, 38, 0
2, 18303, Note_on_c, 0, 72, 0
2, 18308, Note_on_c, 0, 84, 0
2, 18308, Note_on_c, 0, 76, 0
2, 18308, Note_on_c, 0, 81, 0
2, 18325, Note_on_c, 0, 37, 80
2, 18342, Note_on_c, 0, 50, 0
2, 18362, Control_c, 0, 64, 127
2, 18364, Note_on_c, 0, 49, 80
2, 18424, Note_on_c, 0, 73, 80
2, 18426, Note_on_c, 0, 49, 0
2, 18426, Note_on_c, 0, 37, 0
2, 18428, Control_c, 0, 64, 0
2, 18450, Note_on_c, 0, 73, 0
2, 18458, Note_on_c, 0, 64, 80
2, 18462, Note_on_c, 0, 57, 80
2, 18462, Note_on_c, 0, 61, 80
2, 18462, Note_on_c, 0, 67, 80
2, 18462, Note_on_c, 0, 71, 80
2, 18462, Note_on_c, 0, 81, 80
2, 18462, Note_on_c, 0, 83, 80
2, 18486, Note_on_c, 0, 83, 0
2, 18486, Note_on_c, 0, 71, 0
2, 18486, Note_on_c, 0, 57, 0
2, 18486, Note_on_c, 0, 61, 0
2, 18486, Note_on_c, 0, 64, 0
2, 18486, Note_on_c, 0, 81, 0
2, 18486, Note_on_c, 0, 67, 0
2, 18522, Note_on_c, 0, 70, 80
2, 18522, Note_on_c, 0, 82, 80
2, 18546, Note_on_c, 0, 82, 0
2, 18546, Note_on_c, 0, 70, 0
2, 18557, Note_on_c, 0, 45, 80
2, 18557, Note_on_c, 0, 57, 80
2, 18557, Note_on_c, 0, 71, 80
2, 18557, Note_on_c, 0, 83, 80
2, 18581, Note_on_c, 0, 83, 0
2, 18581, Note_on_c, 0, 71, 0
2, 18603, Note_on_c, 0, 57, 0
2, 18603, Note_on_c, 0, 45, 0
2, 18615, Note_on_c, 0, 69, 80
2, 18615, Note_on_c, 0, 81, 80
2, 18652, Note_on_c, 0, 57, 80
2, 18652, Note_on_c, 0, 61, 80
2, 18652, Note_on_c, 0, 64, 80
2, 18652, Note_on_c, 0, 67, 80
2, 18674, Note_on_c, 0, 64, 0
2, 18676, Note_on_c, 0, 61, 0
2, 18676, Note_on_c, 0, 57, 0
2, 18678, Note_on_c, 0, 69, 0
2, 18678, Note_on_c, 0, 67, 0
2, 18678, Note_on_c, 0, 81, 0
2, 18711, Note_on_c, 0, 69, 80
2, 18713, Note_on_c, 0, 67, 80
2, 18713, Note_on_c, 0, 73, 80
2, 18713, Note_on_c, 0, 76, 80
2, 18724, Note_on_c, 0, 69, 0
2, 18738, Note_on_c, 0, 67, 0
2, 18738, Note_on_c, 0, 73, 0
2, 18738, Note_on_c, 0, 76, 0
2, 18744, Control_c, 0, 64, 127
2, 18746, Note_on_c, 0, 53, 80
2, 18746, Note_on_c, 0, 69, 80
2, 18751, Note_on_c, 0, 41, 80
2, 18751, Note_on_c, 0, 79, 80
2, 18775, Note_on_c, 0, 41, 0
2, 18809, Control_c, 0, 64, 0
2, 18820, Note_on_c, 0, 79, 0
2, 18840, Note_on_c, 0, 62, 80
2, 18840, Note_on_c, 0, 65, 80
2, 18842, Note_on_c, 0, 57, 80
2, 18842, Note_on_c, 0, 74, 80
2, 18842, Note_on_c, 0, 77, 80
2, 18864, Note_on_c, 0, 77, 0
2, 18864, Note_on_c, 0, 65, 0
2, 18864, Note_on_c, 0, 69, 0
2, 18864, Note_on_c, 0, 62, 0
2, 18864, Note_on_c, 0, 74, 0
2, 18868, Note_on_c, 0, 57, 0
2, 18901, Note_on_c, 0, 76, 80
2, 18903, Note_on_c, 0, 80, 80
2, 18903, Note_on_c, 0, 88, 80
2, 18913, Note_on_c, 0, 53, 0
2, 18936, Note_on_c, 0, 44, 80
2, 18936, Note_on_c, 0, 56, 80
2, 18961, Note_on_c, 0, 44, 0
2, 19032, Note_on_c, 0, 59, 80
2, 19032, Note_on_c, 0, 64, 80
2, 19035, Note_on_c, 0, 68, 80
2, 19061, Note_on_c, 0, 68, 0
2, 19061, Note_on_c, 0, 59, 0
2, 19061, Note_on_c, 0, 64, 0
2, 19107, Note_on_c, 0, 56, 0
2, 19121, Note_on_c, 0, 88, 0
2, 19121, Note_on_c, 0, 80, 0
2, 19121, Note_on_c, 0, 76, 0
2, 19132, Note_on_c, 0, 45, 80
2, 19132, Note_on_c, 0, 57, 80
2, 19143, Control_c, 0, 64, 127
2, 19170, Note_on_c, 0, 45, 0
2, 19181, Note_on_c, 0, 57, 0
2, 19192, Note_on_c, 0, 76, 80
2, 19192, Note_on_c, 0, 86, 80
2, 19205, Control_c, 0, 64, 0
2, 19217, Note_on_c, 0, 86, 0
2, 19225, Note_on_c, 0, 64, 80
2, 19227, Note_on_c, 0, 57, 80
2, 19227, Note_on_c, 0, 60, 80
2, 19231, Note_on_c, 0, 84, 80
2, 19253, Note_on_c, 0, 64, 0
2, 19264, Note_on_c, 0, 60, 0
2, 19269, Note_on_c, 0, 76, 0
2, 19269, Note_on_c, 0, 84, 0
2, 19279, Note_on_c, 0, 57, 0
2, 19288, Note_on_c, 0, 83, 80
2, 19320, Note_on_c, 0, 83, 0
2, 19325, Note_on_c, 0, 76, 80
2, 19329, Note_on_c, 0, 45, 80
2, 19329, Note_on_c, 0, 57, 80
2, 19329, Note_on_c, 0, 86, 80
2, 19349, Note_on_c, 0, 45, 0
2, 19353, Note_on_c, 0, 57, 0
2, 19365, Note_on_c, 0, 76, 0
2, 19365, Note_on_c, 0, 86, 0
2, 19383, Note_on_c, 0, 46, 80
2, 19383, Note_on_c, 0, 58, 80
2, 19383, Note_on_c, 0, 84, 80
2, 19410, Note_on_c, 0, 84, 0
2, 19410, Note_on_c, 0, 58, 0
2, 19410, Note_on_c, 0, 46, 0
2, 19423, Note_on_c, 0, 45, 80
2, 19423, Note_on_c, 0, 57, 80
2, 19423, Note_on_c, 0, 81, 80
2, 19447, Note_on_c, 0, 45, 0
2, 19449, Note_on_c, 0, 57, 0
2, 19463, Note_on_c, 0, 81, 0
2, 19483, Note_on_c, 0, 43, 80
2, 19483, Note_on_c, 0, 55, 80
2, 19483, Note_on_c, 0, 76, 80
2, 19509, Note_on_c, 0, 55, 0
2, 19511, Note_on_c, 0, 76, 0
2, 19511, Note_on_c, 0, 43, 0
2, 19519, Control_c, 0, 64, 127
2, 19521, Note_on_c, 0, 42, 80
2, 19521, Note_on_c, 0, 54, 80
2, 19547, Note_on_c, 0, 42, 0
2, 19581, Note_on_c, 0, 72, 80
2, 19581, Note_on_c, 0, 76, 80
2, 19583, Control_c, 0, 64, 0
2, 19615, Note_on_c, 0, 66, 80
2, 19619, Note_on_c, 0, 57, 80
2, 19619, Note_on_c, 0, 60, 80
2, 19619, Note_on_c, 0, 62, 80
2, 19639, Note_on_c, 0, 60, 0
2, 19639, Note_on_c, 0, 72, 0
2, 19641, Note_on_c, 0, 76, 0
2, 19641, Note_on_c, 0, 66, 0
2, 19641, Note_on_c, 0, 57, 0
2, 19641, Note_on_c, 0, 62, 0
2, 19674, Note_on_c, 0, 72, 80
2, 19676, Note_on_c, 0, 74, 80
2, 19678, Note_on_c, 0, 54, 0
2, 19702, Note_on_c, 0, 72, 0
2, 19704, Note_on_c, 0, 74, 0
2, 19712, Note_on_c, 0, 55, 80
2, 19712, Note_on_c, 0, 71, 80
2, 19714, Note_on_c, 0, 43, 80
2, 19716, Note_on_c, 0, 77, 80
2, 19718, Note_on_c, 0, 81, 80
2, 19736, Note_on_c, 0, 77, 0
2, 19736, Note_on_c, 0, 43, 0
2, 19738, Note_on_c, 0, 71, 0
2, 19742, Note_on_c, 0, 81, 0
2, 19771, Note_on_c, 0, 71, 80
2, 19771, Note_on_c, 0, 81, 80
2, 19797, Note_on_c, 0, 81, 0
2, 19805, Note_on_c, 0, 67, 80
2, 19809, Note_on_c, 0, 59, 80
2, 19809, Note_on_c, 0, 62, 80
2, 19809, Note_on_c, 0, 65, 80
2, 19809, Note_on_c, 0, 79, 80
2, 19829, Note_on_c, 0, 79, 0
2, 19829, Note_on_c, 0, 71, 0
2, 19829, Note_on_c, 0, 67, 0
2, 19829, Note_on_c, 0, 59, 0
2, 19833, Note_on_c, 0, 65, 0
2, 19833, Note_on_c, 0, 62, 0
2, 19855, Note_on_c, 0, 55, 0
2, 19864, Note_on_c, 0, 48, 80
2, 19864, Note_on_c, 0, 52, 80
2, 19864, Note_on_c, 0, 72, 80
2, 19866, Note_on_c, 0, 60, 80
2, 19866, Note_on_c, 0, 76, 80
2, 19866, Note_on_c, 0, 84, 80
2, 19868, Note_on_c, 0, 79, 80
2, 19895, Control_c, 0, 64, 127
2, 19921, Note_on_c, 0, 79, 0
2, 19921, Note_on_c, 0, 52, 0
2, 19921, Note_on_c, 0, 72, 0
2, 19921, Note_on_c, 0, 48, 0
2, 19921, Note_on_c, 0, 60, 0
2, 19926, Note_on_c, 0, 84, 0
2, 19938, Note_on_c, 0, 76, 0
2, 19956, Note_on_c, 0, 72, 80
2, 19958, Note_on_c, 0, 84, 80
2, 19960, Note_on_c, 0, 48, 80
2, 19960, Note_on_c, 0, 60, 80
2, 19960, Note_on_c, 0, 76, 80
2, 19960, Note_on_c, 0, 79, 80
2, 19962, Control_c, 0, 64, 0
2, 19968, Note_on_c, 0, 72, 0
2, 19970, Note_on_c, 0, 76, 0
2, 19970, Note_on_c, 0, 84, 0
