 b, c, e, f
9372, Note_on_c, 72, 80
9374, Note_on_c, 69, 80
9398, Note_on_c, 72, 0
9400, Note_on_c, 69, 0
9404, Note_on_c, 78, 80
9404, Note_on_c, 81, 80
9406, Note_on_c, 75, 80
9430, Note_on_c, 75, 0
9430, Note_on_c, 78, 0
9430, Note_on_c, 81, 0
9437, Note_on_c, 69, 80
9437, Note_on_c, 72, 80
9463, Note_on_c, 72, 0
9463, Note_on_c, 69, 0
9469, Note_on_c, 75, 80
9469, Note_on_c, 78, 80
9469, Note_on_c, 81, 80
9489, Control_c, 64, 0
9495, Note_on_c, 81, 0
9495, Note_on_c, 75, 0
9495, Note_on_c, 78, 0
9504, Note_on_c, 69, 80
9504, Note_on_c, 72, 80
9528, Note_on_c, 72, 0
9528, Note_on_c, 69, 0
9534, Note_on_c, 81, 80
9536, Note_on_c, 75, 80
9536, Note_on_c, 78, 80
9542, Note_on_c, 51, 0
9542, Note_on_c, 42, 0
9542, Note_on_c, 57, 0
9562, Note_on_c, 81, 0
9562, Note_on_c, 75, 0
9562, Note_on_c, 78, 0
9568, Note_on_c, 69, 80
9570, Note_on_c, 72, 80
9594, Note_on_c, 72, 0
9596, Note_on_c, 69, 0
9601, Note_on_c, 76, 80
9603, Note_on_c, 55, 80
9624, Note_on_c, 77, 80
9627, Note_on_c, 76, 0
9627, Note_on_c, 53, 80
9629, Note_on_c, 55, 0
9646, Note_on_c, 78, 80
9649, Note_on_c, 51, 80
9653, Note_on_c, 53, 0
9670, Note_on_c, 71, 80
9670, Note_on_c, 74, 80
9670, Note_on_c, 79, 80
9673, Note_on_c, 78, 0
9673, Note_on_c, 50, 80
9675, Note_on_c, 51, 0
9675, Note_on_c, 35, 80
9696, Note_on_c, 77, 0
9696, Note_on_c, 71, 0
9696, Note_on_c, 74, 0
9696, Note_on_c, 79, 0
9703, Note_on_c, 65, 80
9703, Note_on_c, 67, 80
9729, Note_on_c, 67, 0
9729, Note_on_c, 65, 0
9735, Note_on_c, 74, 80
9735, Note_on_c, 79, 80
9737, Note_on_c, 71, 80
9737, Note_on_c, 77, 80
9741, Control_c, 64, 127
9761, Note_on_c, 77, 0
9761, Note_on_c, 79, 0
9761, Note_on_c, 74, 0
9761, Note_on_c, 71, 0
9768, Note_on_c, 65, 80
9768, Note_on_c, 67, 80
9792, Note_on_c, 67, 0
9792, Note_on_c, 65, 0
9798, Note_on_c, 74, 80
9798, Note_on_c, 77, 80
9798, Note_on_c, 79, 80
9800, Note_on_c, 71, 80
9822, Note_on_c, 77, 0
9822, Note_on_c, 74, 0
9824, Note_on_c, 79, 0
9824, Note_on_c, 71, 0
9832, Note_on_c, 65, 80
9832, Note_on_c, 67, 80
9858, Note_on_c, 67, 0
9858, Note_on_c, 65, 0
9865, Note_on_c, 74, 80
9865, Note_on_c, 77, 80
9865, Note_on_c, 79, 80
9867, Note_on_c, 71, 80
9893, Note_on_c, 71, 0
9893, Note_on_c, 77, 0
9893, Note_on_c, 74, 0
9893, Note_on_c, 79, 0
9899, Note_on_c, 65, 80
9899, Note_on_c, 67, 80
9927, Note_on_c, 67, 0
9927, Note_on_c, 65, 0
9933, Note_on_c, 74, 80
9933, Note_on_c, 77, 80
9933, Note_on_c, 79, 80
9935, Note_on_c, 71, 80
9959, Note_on_c, 71, 0
9959, Note_on_c, 77, 0
9959, Note_on_c, 74, 0
9959, Note_on_c, 79, 0
9966, Note_on_c, 65, 80
9966, Note_on_c, 67, 80
9990, Note_on_c, 67, 0
9990, Note_on_c, 65, 0
9996, Note_on_c, 77, 80
9996, Note_on_c, 79, 80
9998, Note_on_c, 71, 80
9998, Note_on_c, 74, 80
10016, Control_c, 64, 0
10022, Note_on_c, 74, 0
10022, Note_on_c, 77, 0
10022, Note_on_c, 79, 0
10024, Note_on_c, 71, 0
10032, Note_on_c, 65, 80
10032, Note_on_c, 67, 80
10057, Note_on_c, 67, 0
10057, Note_on_c, 65, 0
10065, Note_on_c, 71, 80
10065, Note_on_c, 74, 80
10065, Note_on_c, 77, 80
10065, Note_on_c, 79, 80
10071, Note_on_c, 50, 0
10071, Note_on_c, 35, 0
10089, Note_on_c, 77, 0
10089, Note_on_c, 74, 0
10089, Note_on_c, 79, 0
10089, Note_on_c, 71, 0
10099, Note_on_c, 65, 80
10099, Note_on_c, 67, 80
10125, Note_on_c, 67, 0
10125, Note_on_c, 65, 0
10132, Note_on_c, 77, 80
10136, Note_on_c, 41, 80
10154, Note_on_c, 76, 80
10158, Note_on_c, 77, 0
10158, Note_on_c, 40, 80
10162, Note_on_c, 41, 0
10176, Note_on_c, 75, 80
10179, Note_on_c, 76, 0
10179, Note_on_c, 39, 80
10183, Note_on_c, 40, 0
10197, Note_on_c, 67, 80
10197, Note_on_c, 71, 80
10197, Note_on_c, 74, 80
10199, Note_on_c, 53, 80
10200, Note_on_c, 75, 0
10200, Note_on_c, 38, 80
10204, Note_on_c, 39, 0
10223, Note_on_c, 71, 0
10223, Note_on_c, 74, 0
10223, Note_on_c, 67, 0
10230, Note_on_c, 62, 80
10230, Note_on_c, 65, 80
10232, Control_c, 64, 127
10256, Note_on_c, 65, 0
10264, Note_on_c, 67, 80
10264, Note_on_c, 71, 80
10264, Note_on_c, 74, 80
10268, Note_on_c, 62, 0
10288, Note_on_c, 74, 0
10290, Note_on_c, 67, 0
10290, Note_on_c, 71, 0
10296, Note_on_c, 62, 80
10296, Note_on_c, 65, 80
10323, Note_on_c, 65, 0
10323, Note_on_c, 62, 0
10329, Note_on_c, 74, 80
10331, Note_on_c, 67, 80
10331, Note_on_c, 71, 80
10355, Note_on_c, 71, 0
10355, Note_on_c, 74, 0
10355, Note_on_c, 67, 0
10361, Note_on_c, 62, 80
10361, Note_on_c, 65, 80
10387, Note_on_c, 65, 0
10387, Note_on_c, 62, 0
10392, Note_on_c, 67, 80
10392, Note_on_c, 71, 80
10392, Note_on_c, 74, 80
10418, Note_on_c, 74, 0
10418, Note_on_c, 71, 0
10420, Note_on_c, 67, 0
10428, Note_on_c, 62, 80
10428, Note_on_c, 65, 80
10452, Note_on_c, 65, 0
10452, Note_on_c, 62, 0
10460, Note_on_c, 67, 80
10460, Note_on_c, 71, 80
10460, Note_on_c, 74, 80
10486, Note_on_c, 74, 0
10486, Note_on_c, 67, 0
10486, Note_on_c, 71, 0
10495, Note_on_c, 62, 80
10495, Note_on_c, 65, 80
10519, Note_on_c, 65, 0
10527, Note_on_c, 67, 80
10527, Note_on_c, 71, 80
10527, Note_on_c, 74, 80
10531, Note_on_c, 62, 0
10547, Control_c, 64, 0
10551, Note_on_c, 74, 0
10553, Note_on_c, 67, 0
10553, Note_on_c, 71, 0
10559, Note_on_c, 65, 80
10560, Note_on_c, 62, 80
10584, Note_on_c, 62, 0
10584, Note_on_c, 65, 0
10590, Note_on_c, 67, 80
10590, Note_on_c, 71, 80
10590, Note_on_c, 74, 80
10596, Note_on_c, 53, 0
10596, Note_on_c, 38, 0
10614, Note_on_c, 71, 0
10614, Note_on_c, 67, 0
10614, Note_on_c, 74, 0
10624, Note_on_c, 62, 80
10624, Note_on_c, 65, 80
10650, Note_on_c, 65, 0
10659, Note_on_c, 62, 0
10695, Note_on_c, 36, 80
10706, Note_on_c, 43, 80
10725, Note_on_c, 67, 80
10725, Note_on_c, 69, 80
10725, Note_on_c, 72, 80
10725, Note_on_c, 75, 80
10728, Note_on_c, 51, 80
10794, Note_on_c, 75, 0
10794, Note_on_c, 72, 0
10796, Note_on_c, 69, 0
10796, Note_on_c, 43, 0
10835, Note_on_c, 38, 80
10839, Note_on_c, 36, 0
10848, Note_on_c, 51, 0
10854, Note_on_c, 65, 80
10854, Note_on_c, 71, 80
10854, Note_on_c, 74, 80
10854, Note_on_c, 77, 80
10856, Note_on_c, 53, 80
10892, Control_c, 64, 127
11064, Note_on_c, 53, 0
11064, Note_on_c, 74, 0
11064, Note_on_c, 71, 0
11064, Note_on_c, 65, 0
11064, Note_on_c, 77, 0
11066, Note_on_c, 38, 0
11068, Control_c, 64, 0
11118, Note_on_c, 69, 80
11118, Note_on_c, 72, 80
11118, Note_on_c, 75, 80
11118, Note_on_c, 79, 80
11120, Note_on_c, 55, 80
11122, Note_on_c, 39, 80
11195, Note_on_c, 79, 0
11195, Note_on_c, 75, 0
11195, Note_on_c, 72, 0
11195, Note_on_c, 67, 0
11195, Note_on_c, 52, 80
11197, Note_on_c, 69, 0
11197, Note_on_c, 55, 0
11199, Note_on_c, 39, 0
11207, Note_on_c, 36, 80
11246, Note_on_c, 67, 80
11246, Note_on_c, 74, 80
11248, Note_on_c, 64, 80
11248, Note_on_c, 70, 80
11274, Note_on_c, 64, 0
11276, Note_on_c, 52, 0
11322, Note_on_c, 74, 0
11322, Note_on_c, 67, 0
11322, Note_on_c, 70, 0
11340, Note_on_c, 64, 80
11342, Note_on_c, 52, 80
11381, Note_on_c, 67, 80
11381, Note_on_c, 70, 80
11381, Note_on_c, 74, 80
11409, Note_on_c, 52, 0
11429, Note_on_c, 64, 0
11429, Note_on_c, 67, 0
11429, Note_on_c, 70, 0
11429, Note_on_c, 74, 0
11439, Note_on_c, 41, 80
11443, Note_on_c, 36, 0
11448, Note_on_c, 60, 80
11448, Note_on_c, 63, 80
11448, Note_on_c, 69, 80
11448, Note_on_c, 72, 80
11450, Note_on_c, 51, 80
11450, Note_on_c, 57, 80
11484, Control_c, 64, 127
11581, Note_on_c, 72, 0
11581, Note_on_c, 69, 0
11581, Note_on_c, 63, 0
11583, Note_on_c, 51, 0
11583, Note_on_c, 57, 0
11585, Note_on_c, 41, 0
11598, Note_on_c, 65, 80
11600, Note_on_c, 53, 80
11641, Note_on_c, 72, 80
11643, Note_on_c, 69, 80
11645, Note_on_c, 41, 80
11645, Note_on_c, 51, 80
11645, Note_on_c, 57, 80
11645, Note_on_c, 63, 80
11664, Control_c, 64, 0
11671, Note_on_c, 53, 0
11712, Note_on_c, 69, 0
11712, Note_on_c, 72, 0
11712, Note_on_c, 65, 0
11714, Note_on_c, 60, 0
11714, Note_on_c, 57, 0
11714, Note_on_c, 63, 0
11714, Note_on_c, 51, 0
11716, Note_on_c, 41, 0
11748, Note_on_c, 38, 80
11776, Note_on_c, 77, 80
11778, Note_on_c, 53, 80
11778, Note_on_c, 65, 80
11778, Note_on_c, 67, 80
11778, Note_on_c, 70, 80
11778, Note_on_c, 74, 80
11843, Note_on_c, 74, 0
11843, Note_on_c, 77, 0
11845, Note_on_c, 67, 0
11845, Note_on_c, 65, 0
11845, Note_on_c, 70, 0
11847, Note_on_c, 53, 0
11849, Note_on_c, 38, 0
11880, Note_on_c, 37, 80
11912, Note_on_c, 81, 80
11914, Note_on_c, 69, 80
11914, Note_on_c, 70, 80
11914, Note_on_c, 73, 80
11914, Note_on_c, 76, 80
11916, Note_on_c, 52, 80
11950, Control_c, 64, 127
12126, Note_on_c, 76, 0
12126, Note_on_c, 81, 0
12128, Note_on_c, 73, 0
12128, Note_on_c, 70, 0
12128, Note_on_c, 69, 0
12130, Note_on_c, 37, 0
12130, Note_on_c, 52, 0
12134, Control_c, 64, 0
12160, Note_on_c, 40, 80
12178, Note_on_c, 70, 80
12178, Note_on_c, 73, 80
12178, Note_on_c, 76, 80
12178, Note_on_c, 79, 80
12180, Note_on_c, 55, 80
12180, Note_on_c, 67, 80
12247, Note_on_c, 67, 0
12247, Note_on_c, 73, 0
12247, Note_on_c, 76, 0
12249, Note_on_c, 55, 0
12312, Note_on_c, 69, 80
12312, Note_on_c, 75, 80
12312, Note_on_c, 77, 80
12314, Note_on_c, 51, 80
12314, Note_on_c, 57, 80
12314, Note_on_c, 65, 80
12314, Note_on_c, 72, 80
12316, Note_on_c, 79, 0
12316, Note_on_c, 70, 0
12316, Note_on_c, 41, 80
12320, Note_on_c, 40, 0
12350, Control_c, 64, 127
12378, Note_on_c, 72, 0
12378, Note_on_c, 75, 0
12378, Note_on_c, 77, 0
12380, Note_on_c, 65, 0
12380, Note_on_c, 57, 0
12380, Note_on_c, 69, 0
12382, Note_on_c, 51, 0
12382, Note_on_c, 41, 0
12430, Control_c, 64, 0
12441, Note_on_c, 55, 80
12441, Note_on_c, 79, 80
12530, Note_on_c, 77, 80
12534, Note_on_c, 53, 80
12546, Note_on_c, 79, 0
12548, Note_on_c, 55, 0
12574, Note_on_c, 75, 80
12576, Note_on_c, 51, 80
12577, Note_on_c, 77, 0
12581, Note_on_c, 53, 0
12665, Note_on_c, 72, 80
12667, Note_on_c, 48, 80
12678, Note_on_c, 75, 0
12678, Note_on_c, 51, 0
12706, Note_on_c, 69, 80
12710, Note_on_c, 72, 0
12710, Note_on_c, 45, 80
12712, Note_on_c, 48, 0
12793, Note_on_c, 65, 80
12797, Note_on_c, 41, 80
12807, Note_on_c, 69, 0
12809, Note_on_c, 45, 0
12839, Note_on_c, 50, 80
12839, Note_on_c, 58, 80
12840, Note_on_c, 65, 0
12840, Note_on_c, 43, 80
12844, Note_on_c, 41, 0
12876, Note_on_c, 50, 0
12969, Note_on_c, 73, 80
12969, Note_on_c, 79, 80
12969, Note_on_c, 82, 80
12969, Note_on_c, 85, 80
12971, Note_on_c, 55, 80
12971, Note_on_c, 62, 80
12971, Note_on_c, 64, 80
13005, Note_on_c, 64, 0
13005, Note_on_c, 62, 0
13005, Note_on_c, 55, 0
13007, Note_on_c, 58, 0
13014, Note_on_c, 82, 0
13057, Note_on_c, 82, 80
13057, Note_on_c, 86, 80
13059, Note_on_c, 74, 80
13059, Note_on_c, 76, 80
13061, Note_on_c, 73, 0
13061, Note_on_c, 85, 0
13078, Note_on_c, 43, 0
13109, Note_on_c, 38, 80
13109, Note_on_c, 50, 80
13121, Note_on_c, 76, 0
13121, Note_on_c, 82, 0
13121, Note_on_c, 79, 0
13143, Note_on_c, 50, 0
13169, Note_on_c, 82, 80
13173, Note_on_c, 86, 0
13236, Note_on_c, 64, 80
13236, Note_on_c, 70, 80
13236, Note_on_c, 76, 80
13236, Note_on_c, 79, 80
13238, Note_on_c, 82, 0
13238, Note_on_c, 55, 80
13238, Note_on_c, 58, 80
13238, Note_on_c, 62, 80
13273, Note_on_c, 62, 0
13273, Note_on_c, 58, 0
13273, Note_on_c, 55, 0
13273, Note_on_c, 64, 0
13305, Note_on_c, 74, 0
13305, Note_on_c, 70, 0
13305, Note_on_c, 79, 0
13331, Note_on_c, 38, 0
13337, Note_on_c, 42, 80
13355, Note_on_c, 78, 80
13359, Note_on_c, 57, 80
13365, Note_on_c, 81, 80
13365, Note_on_c, 84, 80
13365, Note_on_c, 72, 80
13365, Note_on_c, 74, 80
13389, Note_on_c, 74, 0
13389, Note_on_c, 72, 0
13389, Note_on_c, 81, 0
13389, Note_on_c, 76, 0
13389, Note_on_c, 84, 0
13452, Note_on_c, 81, 80
13454, Note_on_c, 72, 80
13454, Note_on_c, 74, 80
13454, Note_on_c, 76, 80
13454, Note_on_c, 84, 80
13488, Note_on_c, 54, 80
13488, Note_on_c, 60, 80
13488, Note_on_c, 64, 80
13504, Note_on_c, 57, 0
13530, Note_on_c, 81, 0
13530, Note_on_c, 76, 0
13530, Note_on_c, 78, 0
13530, Note_on_c, 74, 0
13532, Note_on_c, 60, 0
13532, Note_on_c, 64, 0
13532, Note_on_c, 72, 0
13534, Note_on_c, 54, 0
13539, Note_on_c, 84, 0
13579, Note_on_c, 74, 80
13579, Note_on_c, 76, 80
13579, Note_on_c, 78, 80
13579, Note_on_c, 81, 80
13579, Note_on_c, 84, 80
13581, Note_on_c, 72, 80
13592, Note_on_c, 72, 0
13592, Note_on_c, 78, 0
13592, Note_on_c, 81, 0
13594, Note_on_c, 74, 0
13604, Note_on_c, 38, 80
13608, Note_on_c, 42, 0
13613, Note_on_c, 84, 0
13621, Note_on_c, 69, 80
13621, Note_on_c, 72, 80
13621, Note_on_c, 78, 80
13621, Note_on_c, 81, 80
13625, Note_on_c, 54, 80
13662, Control_c, 64, 127
13712, Note_on_c, 55, 80
13714, Note_on_c, 40, 80
13716, Note_on_c, 54, 0
13716, Note_on_c, 38, 0
13753, Note_on_c, 41, 80
13753, Note_on_c, 56, 80
13755, Note_on_c, 78, 0
13755, Note_on_c, 76, 0
13755, Note_on_c, 72, 0
13755, Note_on_c, 81, 0
13755, Note_on_c, 69, 0
13757, Note_on_c, 55, 0
13759, Note_on_c, 40, 0
13841, Control_c, 64, 0
13845, Note_on_c, 57, 80
13847, Note_on_c, 42, 80
13848, Note_on_c, 56, 0
13850, Note_on_c, 41, 0
13892, Note_on_c, 59, 80
13894, Note_on_c, 43, 80
13896, Note_on_c, 57, 0
13896, Note_on_c, 42, 0
13944, Note_on_c, 82, 80
13953, Note_on_c, 83, 80
13955, Note_on_c, 71, 80
13968, Note_on_c, 82, 0
13991, Note_on_c, 71, 0
14022, Note_on_c, 60, 80
14024, Note_on_c, 59, 0
14024, Note_on_c, 45, 80
14026, Note_on_c, 43, 0
14089, Note_on_c, 82, 80
14093, Note_on_c, 83, 0
14153, Note_on_c, 81, 80
14157, Note_on_c, 61, 80
14159, Note_on_c, 82, 0
14159, Note_on_c, 46, 80
14160, Note_on_c, 60, 0
14162, Note_on_c, 45, 0
14208, Note_on_c, 80, 80
14212, Note_on_c, 81, 0
14232, Note_on_c, 79, 80
14256, Note_on_c, 78, 80
14260, Note_on_c, 80, 0
14272, Note_on_c, 79, 0
14292, Note_on_c, 62, 80
14292, Note_on_c, 77, 80
14294, Note_on_c, 78, 0
14294, Note_on_c, 47, 80
14296, Note_on_c, 61, 0
14298, Note_on_c, 46, 0
14324, Note_on_c, 74, 80
14328, Note_on_c, 77, 0
14405, Note_on_c, 74, 0
14405, Note_on_c, 43, 80
14424, Note_on_c, 77, 80
14424, Note_on_c, 81, 80
14425, Note_on_c, 59, 80
14425, Note_on_c, 69, 80
14425, Note_on_c, 71, 80
14429, Note_on_c, 62, 0
14431, Note_on_c, 47, 0
14461, Note_on_c, 77, 0
14495, Note_on_c, 71, 0
14495, Note_on_c, 81, 0
14495, Note_on_c, 69, 0
14513, Note_on_c, 77, 80
14550, Note_on_c, 77, 0
14556, Note_on_c, 74, 80
14558, Note_on_c, 60, 80
14560, Note_on_c, 45, 80
14562, Note_on_c, 43, 0
14571, Note_on_c, 59, 0
14615, Note_on_c, 74, 0
14622, Note_on_c, 71, 80
14689, Note_on_c, 61, 80
14693, Note_on_c, 60, 0
14693, Note_on_c, 46, 80
14695, Control_c, 64, 127
14707, Note_on_c, 45, 0
14725, Note_on_c, 71, 0
14807, Control_c, 64, 0
14820, Note_on_c, 62, 80
14822, Note_on_c, 47, 80
14824, Note_on_c, 61, 0
14826, Note_on_c, 46, 0
14923, Note_on_c, 62, 0
14932, Note_on_c, 36, 80
14934, Note_on_c, 47, 0
14951, Note_on_c, 67, 80
14951, Note_on_c, 69, 80
14951, Note_on_c, 72, 80
14951, Note_on_c, 75, 80
14952, Note_on_c, 51, 80
15016, Note_on_c, 75, 0
15018, Note_on_c, 72, 0
15018, Note_on_c, 69, 0
15051, Note_on_c, 38, 80
15053, Note_on_c, 51, 0
15055, Note_on_c, 36, 0
15079, Note_on_c, 77, 80
15081, Note_on_c, 65, 80
15081, Note_on_c, 71, 80
15081, Note_on_c, 74, 80
15083, Note_on_c, 53, 80
15087, Control_c, 64, 127
15275, Note_on_c, 74, 0
15275, Note_on_c, 77, 0
15277, Note_on_c, 71, 0
15277, Note_on_c, 65, 0
15277, Note_on_c, 67, 0
15293, Control_c, 64, 0
15319, Note_on_c, 39, 80
15323, Note_on_c, 38, 0
15323, Note_on_c, 53, 0
15335, Note_on_c, 69, 80
15335, Note_on_c, 79, 80
15336, Note_on_c, 67, 80
15336, Note_on_c, 72, 80
15336, Note_on_c, 75, 80
15338, Note_on_c, 55, 80
15406, Note_on_c, 75, 0
15406, Note_on_c, 79, 0
15408, Note_on_c, 72, 0
15408, Note_on_c, 69, 0
15471, Note_on_c, 70, 80
15471, Note_on_c, 74, 80
15473, Note_on_c, 48, 80
15473, Note_on_c, 64, 80
15475, Note_on_c, 36, 80
15477, Note_on_c, 55, 0
15479, Note_on_c, 39, 0
15504, Note_on_c, 64, 0
15546, Note_on_c, 74, 0
15548, Note_on_c, 70, 0
15550, Note_on_c, 36, 0
15555, Note_on_c, 52, 80
15555, Note_on_c, 64, 80
15599, Note_on_c, 70, 80
15599, Note_on_c, 74, 80
15602, Note_on_c, 36, 80
15616, Note_on_c, 52, 0
15648, Note_on_c, 70, 0
15648, Note_on_c, 67, 0
15648, Note_on_c, 64, 0
15648, Note_on_c, 74, 0
15649, Note_on_c, 48, 0
15651, Note_on_c, 36, 0
15657, Note_on_c, 41, 80
15667, Note_on_c, 60, 80
15667, Note_on_c, 63, 80
15667, Note_on_c, 69, 80
15667, Note_on_c, 72, 80
15732, Control_c, 64, 127
15795, Note_on_c, 72, 0
15797, Note_on_c, 63, 0
15797, Note_on_c, 60, 0
15811, Note_on_c, 41, 0
15816, Note_on_c, 65, 80
15818, Note_on_c, 51, 80
15862, Note_on_c, 72, 80
15864, Note_on_c, 41, 80
15864, Note_on_c, 57, 80
15864, Note_on_c, 60, 80
15864, Note_on_c, 63, 80
15882, Control_c, 64, 0
15928, Note_on_c, 72, 0
15928, Note_on_c, 69, 0
15930, Note_on_c, 57, 0
15930, Note_on_c, 51, 0
15930, Note_on_c, 65, 0
15930, Note_on_c, 63, 0
15930, Note_on_c, 60, 0
15932, Note_on_c, 41, 0
15961, Note_on_c, 38, 80
15991, Note_on_c, 65, 80
15991, Note_on_c, 67, 80
15991, Note_on_c, 70, 80
15991, Note_on_c, 74, 80
15991, Note_on_c, 77, 80
15993, Note_on_c, 53, 80
16031, Note_on_c, 53, 0
16060, Note_on_c, 74, 0
16060, Note_on_c, 77, 0
16062, Note_on_c, 67, 0
16062, Note_on_c, 65, 0
16096, Note_on_c, 37, 80
16100, Note_on_c, 38, 0
16122, Note_on_c, 81, 80
16124, Note_on_c, 69, 80
16124, Note_on_c, 73, 80
16124, Note_on_c, 76, 80
16126, Note_on_c, 52, 80
16161, Control_c, 64, 127
16323, Note_on_c, 76, 0
16323, Note_on_c, 81, 0
16323, Note_on_c, 70, 0
16323, Note_on_c, 69, 0
16325, Note_on_c, 52, 0
16339, Control_c, 64, 0
16380, Note_on_c, 40, 80
16384, Note_on_c, 37, 0
16388, Note_on_c, 67, 80
16388, Note_on_c, 70, 80
16388, Note_on_c, 76, 80
16388, Note_on_c, 79, 80
16390, Note_on_c, 55, 80
16459, Note_on_c, 79, 0
16459, Note_on_c, 70, 0
16459, Note_on_c, 73, 0
16459, Note_on_c, 67, 0
16459, Note_on_c, 76, 0
16511, Note_on_c, 41, 80
16512, Note_on_c, 55, 0
16514, Note_on_c, 40, 0
16518, Note_on_c, 67, 80
16518, Note_on_c, 69, 80
16518, Note_on_c, 72, 80
16518, Note_on_c, 75, 80
16518, Note_on_c, 79, 80
16520, Note_on_c, 57, 80
16522, Note_on_c, 51, 80
16556, Control_c, 64, 127
16608, Note_on_c, 77, 80
16609, Note_on_c, 65, 80
16611, Note_on_c, 79, 0
16628, Note_on_c, 51, 0
16628, Note_on_c, 57, 0
16659, Note_on_c, 72, 0
16659, Note_on_c, 75, 0
16659, Note_on_c, 69, 0
16659, Note_on_c, 67, 0
16676, Control_c, 64, 0
16709, Note_on_c, 41, 0
16715, Note_on_c, 77, 0
16715, Note_on_c, 45, 80
16717, Note_on_c, 65, 0
16721, Note_on_c, 75, 80
16721, Note_on_c, 81, 80
16723, Note_on_c, 60, 80
16723, Note_on_c, 69, 80
16727, Control_c, 64, 127
16780, Note_on_c, 81, 0
16782, Note_on_c, 60, 0
16782, Note_on_c, 69, 0
16782, Note_on_c, 75, 0
16800, Note_on_c, 79, 80
16802, Note_on_c, 67, 80
16830, Note_on_c, 67, 0
16830, Note_on_c, 79, 0
16838, Note_on_c, 69, 80
16838, Note_on_c, 81, 80
16864, Note_on_c, 81, 0
16864, Note_on_c, 69, 0
16870, Note_on_c, 79, 80
16872, Note_on_c, 67, 80
16879, Control_c, 64, 0
16891, Note_on_c, 75, 80
16891, Note_on_c, 77, 80
16893, Note_on_c, 51, 80
16893, Note_on_c, 57, 80
16893, Note_on_c, 65, 80
16895, Note_on_c, 79, 0
16895, Note_on_c, 41, 80
16898, Note_on_c, 45, 0
16958, Note_on_c, 75, 0
16960, Note_on_c, 67, 0
16960, Note_on_c, 65, 0
16960, Note_on_c, 57, 0
16962, Note_on_c, 51, 0
16992, Note_on_c, 77, 0
17010, Note_on_c, 41, 0
17038, Note_on_c, 43, 80
17038, Note_on_c, 58, 80
17111, Note_on_c, 69, 80
17111, Note_on_c, 73, 80
17154, Note_on_c, 64, 80
17154, Note_on_c, 70, 80
17154, Note_on_c, 74, 80
17156, Note_on_c, 55, 80
17156, Note_on_c, 62, 80
17158, Note_on_c, 73, 0
17158, Note_on_c, 69, 0
17189, Note_on_c, 64, 0
17191, Note_on_c, 55, 0
17191, Note_on_c, 58, 0
17201, Note_on_c, 70, 0
17225, Control_c, 64, 127
17243, Note_on_c, 67, 80
17243, Note_on_c, 70, 80
17245, Note_on_c, 74, 0
17247, Note_on_c, 62, 0
17273, Control_c, 64, 0
17293, Note_on_c, 43, 0
17299, Note_on_c, 57, 80
17301, Note_on_c, 42, 80
17360, Note_on_c, 69, 80
17362, Note_on_c, 66, 80
17364, Note_on_c, 70, 0
17364, Note_on_c, 67, 0
17407, Note_on_c, 69, 0
17427, Note_on_c, 54, 80
17427, Note_on_c, 69, 80
17427, Note_on_c, 72, 80
17429, Note_on_c, 60, 80
17429, Note_on_c, 62, 80
17431, Note_on_c, 66, 0
17477, Note_on_c, 57, 0
17477, Note_on_c, 62, 0
17477, Note_on_c, 54, 0
17477, Note_on_c, 60, 0
17505, Note_on_c, 67, 80
17505, Note_on_c, 70, 80
17507, Note_on_c, 72, 0
17509, Note_on_c, 69, 0
17541, Control_c, 64, 127
17554, Note_on_c, 42, 0
17560, Note_on_c, 66, 80
17560, Note_on_c, 69, 80
17562, Note_on_c, 38, 80
17562, Note_on_c, 54, 80
17564, Note_on_c, 67, 0
17573, Note_on_c, 70, 0
17623, Control_c, 64, 0
17653, Note_on_c, 60, 80
17653, Note_on_c, 63, 80
17664, Note_on_c, 69, 0
17666, Note_on_c, 66, 0
17680, Note_on_c, 75, 80
17682, Note_on_c, 72, 80
17693, Note_on_c, 55, 80
17695, Note_on_c, 39, 80
17697, Note_on_c, 54, 0
17697, Note_on_c, 60, 0
17697, Note_on_c, 63, 0
17699, Note_on_c, 38, 0
17781, Note_on_c, 74, 80
17783, Note_on_c, 70, 80
17784, Note_on_c, 75, 0
17784, Note_on_c, 72, 0
17828, Note_on_c, 69, 80
17828, Note_on_c, 72, 80
17830, Note_on_c, 42, 80
17830, Note_on_c, 57, 80
17832, Note_on_c, 55, 0
17832, Note_on_c, 74, 0
17832, Note_on_c, 70, 0
17833, Note_on_c, 39, 0
17915, Note_on_c, 62, 80
17915, Note_on_c, 66, 80
17931, Note_on_c, 69, 0
17931, Note_on_c, 72, 0
17961, Note_on_c, 45, 80
17961, Note_on_c, 60, 80
17963, Note_on_c, 57, 0
17965, Note_on_c, 42, 0
18008, Note_on_c, 62, 0
18008, Note_on_c, 66, 0
18090, Note_on_c, 59, 80
18092, Note_on_c, 43, 80
18094, Control_c, 64, 127
18096, Note_on_c, 60, 0
18096, Note_on_c, 45, 0
18121, Note_on_c, 66, 80
18125, Note_on_c, 59, 0
18135, Note_on_c, 66, 0
18143, Note_on_c, 70, 80
18159, Note_on_c, 70, 0
18165, Note_on_c, 66, 80
18181, Note_on_c, 66, 0
18189, Note_on_c, 70, 80
18202, Note_on_c, 70, 0
18208, Note_on_c, 66, 80
18221, Note_on_c, 60, 80
18223, Note_on_c, 45, 80
18225, Note_on_c, 66, 0
